OBJECTID,GEOID10,CTBG10,CENSUS_TRACT,AreaSqMil,CDP_NAME,CITYNAME,COMMNAME,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Shrub_A,Perv_A,Imperv_A,Total_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Shrub_P,Perv_P,Imperv_P,layer
"2,987",60371047032,1047032,104703,0.1137,Los Angeles,Los Angeles,LA City - Pacoima,"527,934.38","112,696.88","215,268.75",0,"727,804.69","459,843.75","1,127,390.63",0,"855,900","2,315,039.06","3,170,939.06",16.64914918,3.554053635,6.788801228,0,22.95233914,14.50181605,35.55384076,0,26.99200404,73.00799596,la_county_urban_2010_blockgroups
"2,988",60371047041,1047041,104704,0.6419,Los Angeles,Los Angeles,LA City - Pacoima,"2,116,898.44","852,679.69","2,587,120.31",0,"3,203,535.94","1,654,776.56","7,265,151.56","215,071.88","5,771,770.31","12,123,464.06","17,895,234.38",11.82939767,4.764842246,14.45703509,0,17.90161487,9.247023693,40.59824761,1.201838828,32.25311383,67.74688617,la_county_urban_2010_blockgroups
"2,989",60371048211,1048211,104821,0.1368,Los Angeles,Los Angeles,LA City - Pacoima,"854,929.69","351,450","246,656.25",0,"859,753.13","452,137.50","1,050,032.81",0,"1,453,035.94","2,361,923.44","3,814,959.38",22.409929,9.212417891,6.465501353,0,22.53636384,11.85169895,27.52408897,0,38.08784825,61.91215175,la_county_urban_2010_blockgroups
"2,990",60371048212,1048212,104821,0.0685,Los Angeles,Los Angeles,LA City - Pacoima,"423,014.06","176,568.75","57,220.31",0,"484,270.31","255,628.13","512,085.94",0,"656,803.13","1,251,984.38","1,908,787.50",22.16140154,9.250309424,2.997730889,0,25.37057229,13.39217304,26.82781281,0,34.40944186,65.59055814,la_county_urban_2010_blockgroups
"2,991",60371064051,1064051,106405,0.2051,Los Angeles,Los Angeles,LA City - Sylmar,"1,345,710.94","754,551.56","904,626.56",0,"1,056,557.81","427,134.38","1,230,018.75",0,"3,004,889.06","2,713,710.94","5,718,600",23.53217461,13.19469035,15.81902148,0,18.47581248,7.469212307,21.50908876,0,52.54588645,47.45411355,la_county_urban_2010_blockgroups
"2,992",60371064071,1064071,106407,0.0342,Los Angeles,Los Angeles,LA City - Sylmar,"165,135.94","137,109.38","8,479.69",0,"353,868.75","68,709.38","220,570.31",0,"310,725","643,148.44","953,873.44",17.31214342,14.37395881,0.888974068,0,37.098082,7.203196179,23.12364553,0,32.57507629,67.42492371,la_county_urban_2010_blockgroups
"2,993",60371064081,1064081,106408,0.0683,Los Angeles,Los Angeles,LA City - Sylmar,"367,551.56","196,200","38,418.75",0,"618,060.94","153,689.06","530,676.56",0,"602,170.31","1,302,426.56","1,904,596.88",19.29812903,10.30139252,2.017159143,0,32.45101079,8.069374917,27.86293359,0,31.6166807,68.3833193,la_county_urban_2010_blockgroups
"2,994",60371066421,1066421,106642,0.2656,Los Angeles,Los Angeles,LA City - Granada Hills,"2,493,253.13","1,148,400","518,878.13",0,"1,189,729.69","707,287.50","1,346,695.31",0,"4,160,531.25","3,243,712.50","7,404,243.75",33.67329884,15.51002423,7.007847695,0,16.06821341,9.552461046,18.18815477,0,56.19117077,43.80882923,la_county_urban_2010_blockgroups
"2,995",60371249031,1249031,124903,0.0675,Los Angeles,Los Angeles,LA City - Valley Village,"266,076.56","118,279.69","43,523.44",0,"806,751.56","203,878.13","443,981.25",0,"427,879.69","1,454,610.94","1,882,490.63",14.13428354,6.28314882,2.312013506,0,42.85554211,10.83023322,23.58477881,0,22.72944586,77.27055414,la_county_urban_2010_blockgroups
"2,996",60371249032,1249032,124903,0.0527,Los Angeles,Los Angeles,LA City - Valley Village,"236,868.75","86,189.06","8,240.63",0,"549,801.56","211,232.81","377,184.38",0,"331,298.44","1,138,218.75","1,469,517.19",16.11881453,5.865127896,0.560770916,0,37.41375516,14.37430023,25.66723127,0,22.54471335,77.45528665,la_county_urban_2010_blockgroups
"2,997",60375010021,5010021,501002,0.1731,West Whittier-Los Nietos,Unincorporated,LA County - West Whittier/Los Nietos,"938,010.94","1,294,284.38",225,0,"978,989.06","552,881.25","1,060,326.56",0,"2,232,520.31","2,592,196.88","4,824,717.19",19.44178075,26.82611902,0.004663486,0,20.2911181,11.45935043,21.97696821,0,46.27256326,53.72743674,la_county_urban_2010_blockgroups
"2,998",60375010022,5010022,501002,0.0782,West Whittier-Los Nietos,Unincorporated,LA County - West Whittier/Los Nietos,"405,140.63","405,618.75",126.5625,0,"532,532.81","309,065.63","528,454.69",0,"810,885.94","1,370,053.13","2,180,939.06",18.57643031,18.5983532,0.00580312,0,24.41759248,14.17121782,24.23060307,0,37.18058663,62.81941337,la_county_urban_2010_blockgroups
"2,999",60375010023,5010023,501002,0.089,West Whittier-Los Nietos,Unincorporated,LA County - West Whittier/Los Nietos,"440,521.88","497,460.94",0,0,"641,868.75","362,264.06","537,946.88",0,"937,982.81","1,542,079.69","2,480,062.50",17.76253119,20.05840327,0,0,25.88115219,14.60705375,21.69085961,0,37.82093445,62.17906555,la_county_urban_2010_blockgroups
"3,000",60375010024,5010024,501002,0.1071,West Whittier-Los Nietos,Unincorporated,LA County - West Whittier/Los Nietos,"647,718.75","831,543.75","42,285.94",0,"624,951.56","246,079.69","592,987.50",0,"1,521,548.44","1,464,018.75","2,985,567.19",21.69499828,27.85211981,1.416345198,0,20.93242333,8.242309486,19.8618039,0,50.96346329,49.03653671,la_county_urban_2010_blockgroups
"3,001",60375010025,5010025,501002,0.1206,West Whittier-Los Nietos,Unincorporated,LA County - West Whittier/Los Nietos,"762,637.50","509,653.13",225,0,"785,306.25","576,000","727,706.25",0,"1,272,515.63","2,089,012.50","3,361,528.13",22.68722651,15.1613524,0.006693384,0,23.36158499,17.13506413,21.64807858,0,37.8552723,62.1447277,la_county_urban_2010_blockgroups
"3,002",60375018022,5018022,501802,0.0428,Whittier,Whittier,City of Whittier,"341,662.50","129,979.69",393.75,0,"333,871.88","119,334.38","267,595.31",0,"472,035.94","720,801.56","1,192,837.50",28.64283693,10.89668018,0.033009526,0,27.98971989,10.00424408,22.43350938,0,39.57252664,60.42747336,la_county_urban_2010_blockgroups
"3,003",60375018031,5018031,501803,0.1446,Whittier,Whittier,City of Whittier,"731,475","370,054.69",435.9375,0,"974,460.94","711,168.75","1,245,670.31",0,"1,101,965.63","2,931,300","4,033,265.63",18.13604825,9.175063631,0.010808549,0,24.16059412,17.63257906,30.88490638,0,27.32192044,72.67807956,la_county_urban_2010_blockgroups
"3,004",60375018032,5018032,501803,0.084,Whittier,Whittier,City of Whittier,"374,864.06","176,793.75",0,0,"753,750","454,218.75","584,142.19",0,"551,657.81","1,792,110.94","2,343,768.75",15.99407205,7.543139655,0,0,32.15974272,19.37984496,24.92320061,0,23.5372117,76.4627883,la_county_urban_2010_blockgroups
"3,005",60375018042,5018042,501804,0.0673,Whittier,Whittier,City of Whittier,"392,203.13","150,496.88","13,134.38",0,"518,287.50","336,473.44","465,764.06",0,"555,834.38","1,320,525","1,876,359.38",20.9023458,8.020685003,0.699992505,0,27.62197407,17.93224912,24.8227535,0,29.62302331,70.37697669,la_county_urban_2010_blockgroups
"3,006",60375020031,5020031,502003,0.1302,Whittier,Whittier,City of Whittier,"790,242.19","557,240.63",801.5625,0,"857,939.06","485,704.69","938,728.13",0,"1,348,284.38","2,282,371.88","3,630,656.25",21.76582229,15.34820668,0.02207762,0,23.63041289,13.3778759,25.85560462,0,37.13610659,62.86389341,la_county_urban_2010_blockgroups
"3,007",60375020032,5020032,502003,0.1183,Whittier,Whittier,City of Whittier,"616,626.56","491,751.56","59,976.56",0,"759,909.38","364,317.19","1,004,962.50",0,"1,168,354.69","2,129,189.06","3,297,543.75",18.69957184,14.91266227,1.818825376,0,23.04470941,11.0481381,30.476093,0,35.43105948,64.56894052,la_county_urban_2010_blockgroups
"3,008",60375020042,5020042,502004,0.3609,Whittier,Whittier,City of Whittier,"1,345,373.44","1,207,982.81","51,328.13",0,"2,879,676.56","1,085,442.19","3,490,495.31",0,"2,604,684.38","7,455,614.06","10,060,298.44",13.37309669,12.00742523,0.510204795,0,28.62416637,10.7893637,34.69574321,0,25.89072671,74.10927329,la_county_urban_2010_blockgroups
"3,009",60375020051,5020051,502005,0.1067,South Whittier,Unincorporated,LA County - South Whittier,"428,062.50","567,717.19",0,0,"803,137.50","441,435.94","733,050",0,"995,779.69","1,977,623.44","2,973,403.13",14.39638293,19.09317922,0,0,27.01071689,14.84615166,24.6535693,0,33.48956215,66.51043785,la_county_urban_2010_blockgroups
"3,010",60375020052,5020052,502005,0.1464,Whittier,Whittier,City of Whittier,"601,045.31","610,171.88","34,312.50",0,"875,925","625,331.25","1,334,854.69",0,"1,245,529.69","2,836,110.94","4,081,640.63",14.7255814,14.94918174,0.840654608,0,21.46012059,15.3205857,32.70387597,0,30.51541774,69.48458226,la_county_urban_2010_blockgroups
"3,011",60375022005,5022005,502200,0.1137,West Whittier-Los Nietos,Unincorporated,LA County - West Whittier/Los Nietos,"418,218.75","439,425",0,0,"810,534.38","434,812.50","1,066,837.50",0,"857,643.75","2,312,184.38","3,169,828.13",13.19373586,13.86273901,0,0,25.57029413,13.71722639,33.65600461,0,27.05647487,72.94352513,la_county_urban_2010_blockgroups
"3,012",60372652022,2652022,265202,0.0377,Los Angeles,Los Angeles,LA City - Westwood,"393,384.38","175,696.88","5,920.31",0,"262,771.88","113,512.50","98,929.69",0,"575,001.56","475,214.06","1,050,215.63",37.45748641,16.72960017,0.563723521,0,25.02075467,10.80849468,9.419940548,0,54.7508101,45.2491899,la_county_urban_2010_blockgroups
"3,013",60372652024,2652024,265202,0.082,Los Angeles,Los Angeles,LA City - Westwood,"585,421.88","332,915.63","3,009.38",0,"712,673.44","318,979.69","333,843.75",0,"921,346.88","1,365,496.88","2,286,843.75",25.59955725,14.55786496,0.13159513,0,31.16406346,13.94846882,14.59845038,0,40.28901734,59.71098266,la_county_urban_2010_blockgroups
"3,014",60372656021,2656021,265602,0.0539,Los Angeles,Los Angeles,LA City - Westwood,"378,984.38","228,923.44","9,534.38",0,"479,039.06","211,317.19","194,371.88",0,"617,442.19","884,728.13","1,502,170.31",25.22912161,15.23951283,0.634706659,0,31.88979695,14.06745865,12.9394033,0,41.1033411,58.8966589,la_county_urban_2010_blockgroups
"3,015",60372656022,2656022,265602,0.0758,Los Angeles,Los Angeles,LA City - Westwood,"531,843.75","310,317.19","13,035.94",0,"685,743.75","303,609.38","268,945.31",0,"855,196.88","1,258,298.44","2,113,495.31",25.1641793,14.68265322,0.616795193,0,32.44595557,14.36527317,12.72514355,0,40.46362771,59.53637229,la_county_urban_2010_blockgroups
"3,016",60372674032,2674032,267403,0.0269,Los Angeles,Los Angeles,LA City - West LA,"95,653.13","25,495.31",0,0,"334,265.63","111,375","182,376.56",0,"121,148.44","628,017.19","749,165.63",12.76795435,3.403161017,0,0,44.61838796,14.86653902,24.34395765,0,16.17111537,83.82888463,la_county_urban_2010_blockgroups
"3,017",60372674041,2674041,267404,0.1098,Los Angeles,Los Angeles,LA City - West LA,"468,857.81","270,998.44","70,565.63",0,"1,035,534.38","350,100","865,631.25",0,"810,421.88","2,251,265.63","3,061,687.50",15.31370568,8.851276869,2.30479515,0,33.82234062,11.43487048,28.27301121,0,26.4697777,73.5302223,la_county_urban_2010_blockgroups
"3,018",60372679011,2679011,267901,0.3732,Los Angeles,Los Angeles,LA City - West LA,"1,573,171.88","799,650","148,457.81",0,"3,484,800","1,457,015.63","2,940,271.88",0,"2,521,279.69","7,882,087.50","10,403,367.19",15.1217567,7.68645368,1.427016944,0,33.4968471,14.00523118,28.2626944,0,24.23522733,75.76477267,la_county_urban_2010_blockgroups
"3,019",60372679012,2679012,267901,0.0591,Los Angeles,Los Angeles,LA City - West LA,"552,248.44","157,865.63",351.5625,0,"429,300","236,250","271,982.81",0,"710,465.63","937,532.81","1,647,998.44",33.51025249,9.5792339,0.021332696,0,26.04978198,14.33557184,16.50382709,0,43.11081909,56.88918091,la_county_urban_2010_blockgroups
"3,020",60372679023,2679023,267902,0.0744,Los Angeles,Los Angeles,LA City - West LA,"469,476.56","216,464.06","15,679.69",0,"712,575","267,651.56","392,231.25",0,"701,620.31","1,372,457.81","2,074,078.13",22.63543291,10.43663977,0.755983457,0,34.35622754,12.9046037,18.91111262,0,33.82805614,66.17194386,la_county_urban_2010_blockgroups
"3,021",60372696011,2696011,269601,0.0241,Los Angeles,Los Angeles,LA City - Palms,"71,254.69","56,418.75",0,0,"276,848.44","98,718.75","168,384.38",0,"127,673.44","543,951.56","671,625",10.60929648,8.400335008,0,0,41.22068677,14.69849246,25.07118928,0,19.00963149,80.99036851,la_county_urban_2010_blockgroups
"3,022",60372696013,2696013,269601,0.0674,Los Angeles,Los Angeles,LA City - Palms,"226,448.44","124,959.38",843.75,0,"698,568.75","216,393.75","610,664.06",0,"352,251.56","1,525,626.56","1,877,878.13",12.05873983,6.654285671,0.044931031,0,37.19989816,11.52331172,32.51883359,0,18.75795654,81.24204346,la_county_urban_2010_blockgroups
"3,023",60372699041,2699041,269904,0.0364,Los Angeles,Los Angeles,LA City - Palms,"158,160.94","92,039.06","27,267.19",0,"254,925","300,164.06","180,970.31",0,"277,467.19","736,059.38","1,013,526.56",15.60501159,9.081070581,2.690327862,0,25.15227616,29.6158062,17.85550761,0,27.37641003,72.62358997,la_county_urban_2010_blockgroups
"3,024",60372699052,2699052,269905,0.0515,Los Angeles,Los Angeles,LA City - Palms,"120,810.94","95,231.25","1,884.38",0,"565,565.63","322,453.13","329,259.38",0,"217,926.56","1,217,278.13","1,435,204.69",8.417679969,6.635377576,0.131296603,0,39.40661774,22.46739631,22.9416318,0,15.18435415,84.81564585,la_county_urban_2010_blockgroups
"3,025",60372699061,2699061,269906,0.0803,Los Angeles,Los Angeles,LA City - Palms,"342,871.88","228,037.50","8,479.69",0,"924,145.31","287,254.69","447,975",0,"579,389.06","1,659,375","2,238,764.06",15.31523043,10.18586567,0.378766465,0,41.27926332,12.83094955,20.00992456,0,25.87986256,74.12013744,la_county_urban_2010_blockgroups
"3,026",60372699071,2699071,269907,0.1069,Los Angeles,Los Angeles,LA City - Palms,"398,109.38","202,865.63","39,698.44",0,"1,030,964.06","701,057.81","606,740.63",0,"640,673.44","2,338,762.50","2,979,435.94",13.36190418,6.808860108,1.332414535,0,34.60265917,23.52988375,20.36427826,0,21.50317882,78.49682118,la_county_urban_2010_blockgroups
"3,027",60372716004,2716004,271600,0.0627,Los Angeles,Los Angeles,LA City - Mar Vista,"204,510.94","115,875","11,967.19",0,"446,695.31","590,385.94","377,789.06",0,"332,353.13","1,414,870.31","1,747,223.44",11.70491038,6.631950872,0.684925994,0,25.56600964,33.78995066,21.62225245,0,19.02178725,80.97821275,la_county_urban_2010_blockgroups
"3,028",60372717023,2717023,271702,0.0698,Los Angeles,Los Angeles,LA City - Mar Vista,"209,221.88","126,942.19","27,998.44",0,"600,384.38","411,173.44","570,276.56",0,"364,162.50","1,581,834.38","1,945,996.88",10.7513983,6.523247243,1.438770938,0,30.85227848,21.1291931,29.30511194,0,18.71341648,81.28658352,la_county_urban_2010_blockgroups
"3,029",60372718013,2718013,271801,0.0328,Los Angeles,Los Angeles,LA City - Mar Vista,"94,556.25","115,453.13","2,573.44",0,"202,471.88","316,659.38","182,629.69",0,"212,582.81","701,760.94","914,343.75",10.34143341,12.62688404,0.281451861,0,22.14395571,34.63242079,19.9738542,0,23.2497693,76.7502307,la_county_urban_2010_blockgroups
"3,030",60372719011,2719011,271901,0.0548,Los Angeles,Los Angeles,LA City - Mar Vista,"175,640.63","160,115.63","10,645.31",0,"345,979.69","581,498.44","253,856.25",0,"346,401.56","1,181,334.38","1,527,735.94",11.49679213,10.48058248,0.696803174,0,22.64656339,38.06275831,16.61650052,0,22.67417778,77.32582222,la_county_urban_2010_blockgroups
"3,031",60372722012,2722012,272201,0.0286,Los Angeles,Los Angeles,LA City - Mar Vista,"120,262.50","105,693.75","1,701.56",0,"317,615.63","127,940.63","123,159.38",0,"227,657.81","568,715.63","796,373.44",15.10126962,13.27188289,0.213663894,0,39.88274973,16.06540587,15.46502799,0,28.58681641,71.41318359,la_county_urban_2010_blockgroups
"3,032",60374331012,4331012,433101,0.5346,El Monte,El Monte,City of El Monte,"1,202,540.63","1,243,701.56","844,790.63","779,554.69","3,301,678.13","2,569,781.25","4,960,631.25",0,"4,070,587.50","10,832,090.63","14,902,678.13",8.069292076,8.345490334,5.668716843,5.23097044,22.15493146,17.24375464,33.28684421,0,27.31446969,72.68553031,la_county_urban_2010_blockgroups
"3,033",60374335042,4335042,433504,0.0837,El Monte,El Monte,City of El Monte,"276,046.88","252,492.19","11,475",0,"712,884.38","341,451.56","739,982.81",0,"540,014.06","1,794,318.75","2,334,332.81",11.82551492,10.81646054,0.491575149,0,30.53910613,14.62737278,31.69997048,0,23.13355061,76.86644939,la_county_urban_2010_blockgroups
"3,034",60373006001,3006001,300600,0.176,Glendale,Glendale,City of Glendale,"1,181,812.50","608,948.44","2,826.56",0,"1,261,321.88","632,531.25","1,218,318.75",0,"1,793,587.50","3,112,171.88","4,905,759.38",24.09030712,12.41292919,0.057617227,0,25.71104244,12.89364605,24.83445797,0,36.56085354,63.43914646,la_county_urban_2010_blockgroups
"3,035",60373007021,3007021,300702,0.7554,Glendale,Glendale,City of Glendale,"8,525,137.50","3,942,885.94","1,782,464.06",0,"3,093,384.38","1,496,896.88","1,940,203.13","277,059.38","14,527,546.88","6,530,484.38","21,058,031.25",40.48401961,18.72390581,8.464533276,0,14.68980808,7.108436953,9.213601699,1.315694576,68.98815327,31.01184673,la_county_urban_2010_blockgroups
"3,036",60373011006,3011006,301100,0.0653,Glendale,Glendale,City of Glendale,"249,820.31","169,846.88","2,967.19",0,"655,678.13","299,798.44","440,985.94",0,"422,634.38","1,396,462.50","1,819,096.88",13.73320552,9.336879049,0.163113221,0,36.04415653,16.48061968,24.24202601,0,23.23319779,76.76680221,la_county_urban_2010_blockgroups
"3,037",60373012043,3012043,301204,0.0422,Glendale,Glendale,City of Glendale,"185,920.31","143,957.81",0,0,"507,431.25","152,296.88","187,200",0,"329,878.13","846,928.13","1,176,806.25",15.79871899,12.23292386,0,0,43.11935376,12.94154199,15.9074614,0,28.03164285,71.96835715,la_county_urban_2010_blockgroups
"3,038",60373012052,3012052,301205,0.0415,Glendale,Glendale,City of Glendale,"343,828.13","272,151.56","14,315.63",0,"285,510.94","111,726.56","128,404.69",0,"630,295.31","525,642.19","1,155,937.50",29.74452555,23.54379562,1.238442822,0,24.69951338,9.665450122,11.10827251,0,54.52676399,45.47323601,la_county_urban_2010_blockgroups
"3,039",60373012061,3012061,301206,0.0471,Glendale,Glendale,City of Glendale,"234,056.25","167,554.69","1,589.06",0,"534,585.94","162,337.50","213,721.88",0,"403,200","910,645.31","1,313,845.31",17.81459718,12.7529996,0.120947457,0,40.68865128,12.35590662,16.26689786,0,30.68854424,69.31145576,la_county_urban_2010_blockgroups
"3,040",60373012063,3012063,301206,0.0906,Glendale,Glendale,City of Glendale,"635,343.75","595,209.38","17,451.56",0,"673,185.94","311,526.56","293,948.44",0,"1,248,004.69","1,278,660.94","2,526,665.63",25.14554137,23.55710899,0.690695371,0,26.64325389,12.32955241,11.63384797,0,49.39334573,50.60665427,la_county_urban_2010_blockgroups
"3,041",60373012064,3012064,301206,0.0717,Glendale,Glendale,City of Glendale,"394,832.81","353,039.06","1,715.63",0,"580,204.69","335,151.56","332,817.19",0,"749,587.50","1,248,173.44","1,997,760.94",19.76376678,17.67173719,0.085877392,0,29.04274864,16.77635978,16.65951022,0,37.52138136,62.47861864,la_county_urban_2010_blockgroups
"3,042",60373018011,3018011,301801,0.0394,Glendale,Glendale,City of Glendale,"146,559.38","97,185.94","118,870.31",0,"384,637.50","166,598.44","185,765.63",0,"362,615.63","737,001.56","1,099,617.19",13.32821792,8.838161008,10.8101541,0,34.97921862,15.15058508,16.89366328,0,32.97653303,67.02346697,la_county_urban_2010_blockgroups
"3,043",60373018022,3018022,301802,0.0687,Glendale,Glendale,City of Glendale,"277,284.38","205,607.81",520.3125,0,"819,309.38","256,218.75","354,810.94",0,"483,412.50","1,430,339.06","1,913,751.56",14.48904761,10.74370449,0.02718809,0,42.81168941,13.38829736,18.54007304,0,25.25994019,74.74005981,la_county_urban_2010_blockgroups
"3,044",60373024011,3024011,302401,0.0664,Glendale,Glendale,City of Glendale,"198,604.69","142,031.25","18,492.19",0,"633,107.81","249,398.44","608,610.94",0,"359,128.13","1,491,117.19","1,850,245.31",10.73396518,7.676346971,0.999445175,0,34.21750663,13.47920926,32.89352679,0,19.40975732,80.59024268,la_county_urban_2010_blockgroups
"3,045",60373024012,3024012,302401,0.0711,Glendale,Glendale,City of Glendale,"370,153.13","237,234.38","5,737.50",0,"711,337.50","219,276.56","438,342.19",0,"613,125","1,368,956.25","1,982,081.25",18.67497233,11.96895309,0.289468456,0,35.88841275,11.0629452,22.11524818,0,30.93339388,69.06660612,la_county_urban_2010_blockgroups
"3,046",60373025032,3025032,302503,0.0368,Glendale,Glendale,City of Glendale,"184,893.75","162,618.75","9,871.88",0,"400,457.81","68,934.38","194,357.81",0,"357,384.38","663,750","1,021,134.38",18.10670119,15.92530366,0.966755722,0,39.21695541,6.750764315,19.03351971,0,34.99876057,65.00123943,la_county_urban_2010_blockgroups
"3,047",60373025033,3025033,302503,0.0413,Glendale,Glendale,City of Glendale,"174,881.25","150,525","13,570.31",0,"445,696.88","132,623.44","235,265.63",0,"338,976.56","813,585.94","1,152,562.50",15.17325525,13.06002928,1.177403612,0,38.67008297,11.5068326,20.41239629,0,29.41068814,70.58931186,la_county_urban_2010_blockgroups
"3,048",60374087221,4087221,408722,0.3688,Rowland Heights,Unincorporated,LA County - Rowland Heights,"1,921,992.19","1,793,151.56","1,491,426.56",0,"1,901,390.63","1,228,078.13","1,938,164.06","7,945.31","5,214,515.63","5,067,632.81","10,282,148.44",18.69251547,17.43946388,14.50500906,0,18.49215304,11.94378911,18.84979656,0.077272883,50.71426129,49.28573871,la_county_urban_2010_blockgroups
"3,049",60374087231,4087231,408723,0.3101,Rowland Heights,Unincorporated,LA County - Rowland Heights,"1,393,171.88","1,731,867.19","756,464.06",0,"2,060,887.50","1,158,581.25","1,541,854.69",0,"3,881,503.13","4,761,323.44","8,642,826.56",16.11940104,20.03820365,8.752507725,0,23.84506371,13.40511974,17.83970413,0,44.91011241,55.08988759,la_county_urban_2010_blockgroups
"3,050",60374087241,4087241,408724,0.0763,Rowland Heights,Unincorporated,LA County - Rowland Heights,"211,682.81","408,178.13","88,790.63",0,"572,343.75","379,589.06","467,451.56",0,"708,651.56","1,419,384.38","2,128,035.94",9.947332598,19.18097894,4.172421313,0,26.89539871,17.83753065,21.9663378,0,33.30073285,66.69926715,la_county_urban_2010_blockgroups
"3,051",60374087242,4087242,408724,0.1297,Rowland Heights,Unincorporated,LA County - Rowland Heights,"399,656.25","477,492.19","114,496.88",0,"1,082,418.75","526,078.13","1,013,245.31",0,"991,645.31","2,621,742.19","3,613,387.50",11.06043152,13.21453034,3.168685202,0,29.95578941,14.55913945,28.04142408,0,27.44364706,72.55635294,la_county_urban_2010_blockgroups
"3,052",60374308014,4308014,430801,0.1328,Arcadia,Arcadia,City of Arcadia,"519,637.50","585,295.31","11,685.94",0,"1,169,043.75","491,892.19","924,075",0,"1,116,618.75","2,585,010.94","3,701,629.69",14.0380736,15.81182781,0.315697098,0,31.5818666,13.28853043,24.96400445,0,30.16559851,69.83440149,la_county_urban_2010_blockgroups
"3,053",60375330011,5330011,533001,0.0931,Florence-Graham,Unincorporated,LA County - Florence/Firestone,"363,585.94","357,876.56","45,295.31",0,"734,948.44","504,576.56","588,515.63",0,"766,757.81","1,828,040.63","2,594,798.44",14.01210715,13.79207561,1.745619692,0,28.32391244,19.44569394,22.68059116,0,29.54980246,70.45019754,la_county_urban_2010_blockgroups
"3,054",60375330013,5330013,533001,0.0632,Florence-Graham,Unincorporated,LA County - Florence/Firestone,"293,892.19","291,121.88","11,657.81",0,"503,971.88","263,545.31","397,645.31",0,"596,671.88","1,165,162.50","1,761,834.38",16.68103379,16.52379356,0.661686062,0,28.60495187,14.95857478,22.56995993,0,33.86651342,66.13348658,la_county_urban_2010_blockgroups
"3,055",60375338051,5338051,533805,0.1,Bell,Bell,City of Bell,"311,864.06","273,825","7,270.31",0,"860,540.63","340,481.25","995,034.38",0,"592,959.38","2,196,056.25","2,789,015.63",11.1818686,9.817980134,0.26067665,0,30.85463621,12.20793627,35.67690213,0,21.26052539,78.73947461,la_county_urban_2010_blockgroups
"3,056",60375338053,5338053,533805,0.0418,Bell,Bell,City of Bell,"152,142.19","120,318.75","20,207.81",0,"329,371.88","194,639.06","348,075",0,"292,668.75","872,085.94","1,164,754.69",13.06216572,10.32996487,1.734941505,0,28.27821846,16.71073442,29.88397503,0,25.12707209,74.87292791,la_county_urban_2010_blockgroups
"3,057",60375338061,5338061,533806,0.3842,Bell,Bell,City of Bell,"616,978.13","2,382,131.25","235,982.81","293,723.44","917,929.69","2,228,681.25","4,036,176.56",0,"3,528,815.63","7,182,787.50","10,711,603.13",5.759904636,22.23879304,2.203057841,2.742105305,8.569489336,20.80623436,37.68041548,0,32.94386082,67.05613918,la_county_urban_2010_blockgroups
"3,058",60375350011,5350011,535001,0.0871,Florence-Graham,Unincorporated,LA County - Florence/Firestone,"245,826.56","395,985.94","32,498.44",0,"702,056.25","401,568.75","650,446.88",0,"674,310.94","1,754,071.88","2,428,382.81",10.12305643,16.30656977,1.338274894,0,28.91044387,16.53646814,26.7851869,0,27.76790109,72.23209891,la_county_urban_2010_blockgroups
"3,059",60371244002,1244002,124400,0.1198,Los Angeles,Los Angeles,LA City - Valley Glen,"780,468.75","496,589.06","31,893.75",0,"924,553.13","473,878.13","631,476.56",0,"1,308,951.56","2,029,907.81","3,338,859.38",23.37531062,14.8730152,0.95522891,0,27.69068778,14.19281472,18.91294276,0,39.20355473,60.79644527,la_county_urban_2010_blockgroups
"3,060",60371251001,1251001,125100,0.128,Los Angeles,Los Angeles,LA City - Valley Village,"901,673.44","412,059.38",731.25,0,"884,995.31","668,629.69","700,003.13",0,"1,314,464.06","2,253,628.13","3,568,092.19",25.2704636,11.54845092,0.020494145,0,24.80303944,18.73913712,19.61841478,0,36.83940867,63.16059133,la_county_urban_2010_blockgroups
"3,061",60371247002,1247002,124700,0.125,Los Angeles,Los Angeles,LA City - Sherman Oaks,"1,022,653.13","512,760.94","23,090.63",0,"974,573.44","387,646.88","563,343.75",0,"1,558,504.69","1,925,564.06","3,484,068.75",29.35226594,14.71730251,0.662748834,0,27.97227918,11.12626939,16.16913415,0,44.73231728,55.26768272,la_county_urban_2010_blockgroups
"3,062",60371252003,1252003,125200,0.09,Los Angeles,Los Angeles,LA City - North Hollywood,"770,667.19","341,465.63","7,692.19",0,"654,721.88","344,010.94","389,306.25",0,"1,119,825","1,388,039.06","2,507,864.06",30.73002237,13.61579482,0.306722666,0,26.10675295,13.71728806,15.52341914,0,44.65253985,55.34746015,la_county_urban_2010_blockgroups
"3,063",60371246002,1246002,124600,0.1251,Los Angeles,Los Angeles,LA City - Sherman Oaks,"820,350","461,854.69","170,550",0,"912,065.63","433,631.25","689,442.19",0,"1,452,754.69","2,035,139.06","3,487,893.75",23.51992517,13.24165014,4.88977051,0,26.149467,12.4324673,19.76671989,0,41.65134582,58.34865418,la_county_urban_2010_blockgroups
