OBJECTID,GEOID10,CTBG10,CENSUS_TRACT,AreaSqMil,CDP_NAME,CITYNAME,COMMNAME,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Shrub_A,Perv_A,Imperv_A,Total_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Shrub_P,Perv_P,Imperv_P,layer
"1,926",60375740003,5740003,574000,0.1318,Long Beach,Long Beach,City of Long Beach,"807,257.81","520,129.69",0,0,"960,862.50","410,259.38","976,162.50",0,"1,327,387.50","2,347,284.38","3,674,671.88",21.96816042,14.15445257,0,0,26.14825303,11.16451724,26.56461674,0,36.12261299,63.87738701,la_county_urban_2010_blockgroups
"1,927",60375740004,5740004,574000,0.1234,Long Beach,Long Beach,City of Long Beach,"721,448.44","494,254.69",281.25,0,"930,684.38","449,367.19","843,693.75",0,"1,215,984.38","2,223,745.31","3,439,729.69",20.97398642,14.36899793,0.008176515,0,27.05690445,13.0640262,24.52790849,0,35.35116086,64.64883914,la_county_urban_2010_blockgroups
"1,928",60375745004,5745004,574500,0.2347,Long Beach,Long Beach,City of Long Beach,"1,349,353.13","831,417.19","5,357.81","28,279.69","1,466,395.31","1,314,506.25","1,548,028.13",0,"2,214,407.81","4,328,929.69","6,543,337.50",20.62178705,12.70631673,0.081881952,0.432190568,22.41051012,20.08923199,23.6580816,0,33.8421763,66.1578237,la_county_urban_2010_blockgroups
"1,929",60375747001,5747001,574700,0.1625,Long Beach,Long Beach,City of Long Beach,"747,407.81","837,323.44","107,578.13",0,"787,893.75","495,225","1,554,806.25",0,"1,692,309.38","2,837,925","4,530,234.38",16.49821512,18.48300481,2.374670185,0,17.39189818,10.93155362,34.32065808,0,37.35589011,62.64410989,la_county_urban_2010_blockgroups
"1,931",60375763011,5763011,576301,0.0542,Long Beach,Long Beach,City of Long Beach,"167,175","36,210.94","53,451.56",0,"477,745.31","327,895.31","449,043.75",0,"256,837.50","1,254,684.38","1,511,521.88",11.06004503,2.39566083,3.536274492,0,31.60690695,21.6930577,29.708055,0,16.99198035,83.00801965,la_county_urban_2010_blockgroups
"1,932",60375763012,5763012,576301,0.0476,Long Beach,Long Beach,City of Long Beach,"141,890.63","37,856.25",0,0,"428,962.50","318,825","399,206.25",0,"179,746.88","1,146,993.75","1,326,740.63",10.69467704,2.853327115,0,0,32.33205435,24.03069553,30.08924597,0,13.54800415,86.45199585,la_county_urban_2010_blockgroups
"1,933",60375763021,5763021,576302,0.0338,Long Beach,Long Beach,City of Long Beach,"143,690.63","39,670.31",0,0,"296,043.75","235,068.75","228,515.63",0,"183,360.94","759,628.13","942,989.06",15.23778278,4.206868783,0,0,31.39418703,24.92804629,24.23311511,0,19.44465157,80.55534843,la_county_urban_2010_blockgroups
"1,934",60375766022,5766022,576602,0.0318,Long Beach,Long Beach,City of Long Beach,"139,134.38","57,107.81",0,0,"368,929.69","133,720.31","186,834.38",0,"196,242.19","689,484.38","885,726.56",15.70850202,6.447566881,0,0,41.65277447,15.09724538,21.09391125,0,22.15606891,77.84393109,la_county_urban_2010_blockgroups
"1,935",60375769031,5769031,576903,0.078,Long Beach,Long Beach,City of Long Beach,"198,928.13","91,012.50",0,0,"756,618.75","319,359.38","809,367.19",0,"289,940.63","1,885,345.31","2,175,285.94",9.144918448,4.183932716,0,0,34.78249627,14.68125958,37.20739299,0,13.32885116,86.67114884,la_county_urban_2010_blockgroups
"1,936",60375769032,5769032,576903,0.0474,Long Beach,Long Beach,City of Long Beach,"191,095.31","58,204.69","1,012.50",98.4375,"522,225","191,953.13","355,809.38",0,"250,410.94","1,069,987.50","1,320,398.44",14.47254912,4.408115448,0.076681399,0.007455136,39.5505618,14.53751531,26.94712179,0,18.96480111,81.03519889,la_county_urban_2010_blockgroups
"1,937",60375773005,5773005,577300,0.0559,Long Beach,Long Beach,City of Long Beach,"155,151.56","32,751.56",0,0,"637,453.13","283,106.25","451,195.31",0,"187,903.13","1,371,754.69","1,559,657.81",9.947795039,2.099919754,0,0,40.87134498,18.15181816,28.92912207,0,12.04771479,87.95228521,la_county_urban_2010_blockgroups
"1,938",60372627041,2627041,262704,0.7163,Los Angeles,Los Angeles,LA City - Pacific Palisades,"5,351,175","3,349,954.69","2,391,384.38","74,025","3,447,267.19","2,225,334.38","2,233,617.19","837,196.88","12,003,735.94","7,906,218.75","19,909,954.69",26.87688186,16.82552643,12.01099858,0.371798938,17.31428947,11.17699367,11.21859503,4.204916024,60.29012183,39.70987817,la_county_urban_2010_blockgroups
"1,939",60372627062,2627062,262706,0.25,Los Angeles,Los Angeles,LA City - Pacific Palisades,"1,641,473.44","1,775,953.13","36,998.44",0,"1,704,993.75","1,013,892.19","796,528.13",0,"3,454,425","3,515,414.06","6,969,839.06",23.55109527,25.4805471,0.530836324,0,24.46245508,14.54685221,11.42821402,0,49.56247869,50.43752131,la_county_urban_2010_blockgroups
"1,940",60372641021,2641021,264102,0.1531,Los Angeles,Los Angeles,LA City - West LA,"1,476,506.25","455,948.44","96,764.06",0,"1,341,914.06","321,173.44","575,170.31",154.6875,"2,029,373.44","2,238,257.81","4,267,631.25",34.59779357,10.68387616,2.267395115,0,31.44400216,7.525801052,13.47750728,0.003624669,47.5526895,52.4473105,la_county_urban_2010_blockgroups
"1,941",60372652023,2652023,265202,0.0789,Los Angeles,Los Angeles,LA City - Westwood,"248,132.81","56,587.50","14,639.06",0,"964,406.25","514,209.38","400,907.81",0,"319,359.38","1,879,523.44","2,198,882.81",11.28449461,2.573465929,0.665750008,0,43.85891984,23.38502862,18.232341,0,14.52371055,85.47628945,la_county_urban_2010_blockgroups
"1,942",60372656011,2656011,265601,0.1108,Los Angeles,Los Angeles,LA City - Westwood,"771,876.56","504,745.31","27,520.31",0,"898,467.19","409,162.50","476,634.38",0,"1,304,142.19","1,784,264.06","3,088,406.25",24.99271469,16.34322921,0.891084601,0,29.09161279,13.24833804,15.43302067,0,42.2270285,57.7729715,la_county_urban_2010_blockgroups
"1,943",60372713003,2713003,271300,0.1308,Los Angeles,Los Angeles,LA City - West LA,"821,446.88","662,259.38","34,748.44",0,"910,575","740,193.75","476,592.19",0,"1,518,454.69","2,127,360.94","3,645,815.63",22.53122372,18.1649168,0.953104629,0,24.97589274,20.30255576,13.07230635,0,41.64924515,58.35075485,la_county_urban_2010_blockgroups
"1,944",60372742022,2742022,274202,0.2663,Los Angeles,Los Angeles,LA City - Venice,"125,339.06","145,139.06","3,402,182.81",843.75,"534,754.69","230,582.81","287,775",0,"3,673,504.69","1,053,112.50","4,726,617.19",2.651770971,3.070675215,71.9792333,0.017851033,11.31368728,4.878389837,6.088392366,0,77.71953052,22.28046948,la_county_urban_2010_blockgroups
"1,945",60372780012,2780012,278001,0.4407,Los Angeles,Los Angeles,LA City - Westchester,"1,607,962.50","4,869,689.06","473,484.38","10,209.38","1,496,939.06","1,570,950","2,256,750",0,"6,961,345.31","5,324,639.06","12,285,984.38",13.08777914,39.63613264,3.853857864,0.083097737,12.18411986,12.78652123,18.36849154,0,56.66086738,43.33913262,la_county_urban_2010_blockgroups
"1,946",60372947012,2947012,294701,0.4464,Los Angeles,Los Angeles,LA City - Wilmington,"587,882.81","732,487.50","301,879.69",0,"1,793,334.38","2,232,942.19","6,797,179.69",0,"1,622,250","10,823,456.25","12,445,706.25",4.723579367,5.885463511,2.425572976,0,14.40926163,17.94146626,54.61465626,0,13.03461585,86.96538415,la_county_urban_2010_blockgroups
"1,947",60372951032,2951032,295103,0.6012,Los Angeles,Los Angeles,LA City - Wilmington,"2,004,553.13","2,730,403.13","842,315.63","28,040.63","4,100,357.81","2,478,234.38","4,531,134.38","47,137.50","5,652,450","11,109,726.56","16,762,176.56",11.9587878,16.28907269,5.025096961,0.167285107,24.46196529,14.78468125,27.03189743,0.28121348,33.72145603,66.27854397,la_county_urban_2010_blockgroups
"1,948",60372964022,2964022,296402,0.1597,Los Angeles,Los Angeles,LA City - San Pedro,"1,594,828.13","978,173.44","583,284.38",0,"465,960.94","334,898.44","495,871.88",0,"3,156,285.94","1,296,731.25","4,453,017.19",35.8145513,21.96653182,13.09863291,0,10.46393755,7.520708396,11.13563802,0,70.87971604,29.12028396,la_county_urban_2010_blockgroups
"1,949",60372971202,2971202,297120,0.0907,Los Angeles,Los Angeles,LA City - San Pedro,"208,110.94","299,264.06","69,946.88",0,"754,860.94","493,059.38","701,676.56",590.625,"577,912.50","1,949,596.88","2,527,509.38",8.233834444,11.84027507,2.76742297,0,29.86580168,19.50771696,27.761581,0.023367866,22.86490035,77.13509965,la_county_urban_2010_blockgroups
"1,950",60372975005,2975005,297500,0.1092,Los Angeles,Los Angeles,LA City - San Pedro,"442,659.38","812,728.13","96,510.94",0,"754,003.13","429,131.25","509,118.75",0,"1,351,898.44","1,692,253.13","3,044,151.56",14.54130538,26.69801777,3.170372287,0,24.76890882,14.09690816,16.72448758,0,44.40969544,55.59030456,la_county_urban_2010_blockgroups
"1,951",60371013002,1013002,101300,0.2421,Los Angeles,Los Angeles,LA City - Tujunga,"2,121,553.13","910,659.38","194,864.06",0,"1,326,642.19","851,737.50","1,342,926.56",0,"3,227,076.56","3,521,306.25","6,748,382.81",31.43794868,13.49448305,2.887566813,0,19.65866822,12.6213572,19.89997604,0,47.81999854,52.18000146,la_county_urban_2010_blockgroups
"1,952",60371021031,1021031,102103,0.4581,Los Angeles,Los Angeles,LA City - Shadow Hills,"3,044,629.69","878,428.13","4,075,523.44",0,"1,500,075","993,079.69","1,512,984.38","765,267.19","8,763,848.44","4,006,139.06","12,769,987.50",23.84207257,6.878848746,31.91485847,0,11.74687916,7.776669221,11.84797068,5.992701148,68.62848094,31.37151906,la_county_urban_2010_blockgroups
"1,953",60371021041,1021041,102104,0.2871,Los Angeles,Los Angeles,LA City - Shadow Hills,"2,125,265.63","984,585.94","937,364.06",0,"1,387,335.94","1,079,690.63","1,357,059.38","132,384.38","4,179,600","3,824,085.94","8,003,685.94",26.55358596,12.30165633,11.71165473,0,17.33371285,13.48991744,16.95543011,1.6540426,52.22093961,47.77906039,la_county_urban_2010_blockgroups
"1,954",60371021042,1021042,102104,0.3538,Los Angeles,Los Angeles,LA City - Shadow Hills,"2,831,146.88","697,218.75","2,679,567.19",0,"922,570.31","1,019,235.94","1,146,206.25","567,857.81","6,775,790.63","3,088,012.50","9,863,803.13",28.70238628,7.068457685,27.16565967,0,9.353089278,10.33309287,11.62032773,5.756986482,68.69349012,31.30650988,la_county_urban_2010_blockgroups
"1,955",60371021071,1021071,102107,3.2102,Los Angeles,Los Angeles,LA City - Shadow Hills,"31,070,545.31","3,046,162.50","31,378,246.88",0,"2,354,723.44","2,318,596.88","3,765,473.44","15,559,959.38","81,054,914.06","8,438,793.75","89,493,707.81",34.7181339,3.403772818,35.0619587,0,2.631160888,2.590793176,4.207528696,17.38665182,90.57051724,9.429482761,la_county_urban_2010_blockgroups
"1,956",60377030013,7030013,703001,1.2471,Ladera Heights,Unincorporated,LA County - Ladera Heights,"5,757,651.56","11,634,862.50","7,566,243.75","5,090.63","1,941,075","2,392,481.25","2,909,517.19","2,561,695.31","27,525,543.75","7,243,073.44","34,768,617.19",16.55990956,33.46369065,21.76170455,0.014641436,5.582836354,6.881151577,8.368228083,7.367837779,79.16778399,20.83221601,la_county_urban_2010_blockgroups
"1,957",60378004083,8004083,800408,1.6739,Malibu,Malibu,City of Malibu,"11,626,706.25","5,162,315.63","17,471,039.06","10,856.25","2,333,348.44","2,399,906.25","3,721,809.38","3,679,396.88","37,950,314.06","8,455,064.06","46,405,378.13",25.05465254,11.12439082,37.64873764,0.023394379,5.028185378,5.171612315,8.020211289,7.928815632,81.77999102,18.22000898,la_county_urban_2010_blockgroups
"1,958",60379006022,9006022,900602,1.4775,Lancaster,Lancaster,City of Lancaster,"1,466,803.13","1,115,550","28,154,081.25","92,601.56","2,491,368.75","3,097,912.50","4,382,775","389,348.44","31,218,384.38","9,972,056.25","41,190,440.63",3.561028002,2.708274015,68.35100772,0.224813236,6.048414905,7.520950136,10.64027219,0.945239797,75.79036277,24.20963723,la_county_urban_2010_blockgroups
"1,959",60379012054,9012054,901205,16.0133,Lancaster,Lancaster,City of Lancaster,"2,425,809.38","2,256,032.81","417,835,125","1,233,970.31","2,763,942.19","10,692,632.81","6,265,167.19","2,953,856.25","426,704,793.75","19,721,742.19","446,426,535.94",0.543383778,0.505353654,93.59549475,0.27641061,0.619125873,2.395160671,1.403403849,0.661666817,95.58230961,4.417690392,la_county_nonurban_2010_blockgroups
"1,960",60379012131,9012131,901213,23.9862,Leona Valley,Unincorporated,LA County - Leona Valley,"40,961,910.94","9,000,576.56","478,639,153.13","1,859,779.69","5,665,584.38","8,824,035.94","4,885,720.31","118,860,609.38","649,322,029.69","19,375,340.63","668,697,370.31",6.125627639,1.345986535,71.57784289,0.278119785,0.847256865,1.319585859,0.7306325,17.77494793,97.10252478,2.897475224,la_county_nonurban_2010_blockgroups
"1,961",60379100011,9100011,910001,24.9907,Palmdale,Palmdale,City of Palmdale,"3,008,109.38","812,320.31","648,436,500",0,"1,287,210.94","12,877,073.44","8,782,059.38","21,499,579.69","673,756,509.38","22,946,343.75","696,702,853.13",0.431763608,0.116594946,93.07217519,0,0.184757523,1.848287743,1.260517211,3.085903781,96.70643752,3.293562477,la_county_urban_2010_blockgroups
"1,962",60379108091,9108091,910809,4.6755,Santa Clarita,Santa Clarita,City of Santa Clarita,"20,692,814.06","10,049,498.44","68,130,450","86,217.19","4,073,146.88","4,464,281.25","3,806,732.81","19,043,550","118,002,529.69","12,344,160.94","130,346,690.63",15.87521245,7.709822466,52.26864577,0.066144516,3.124856378,3.424928726,2.920467558,14.60992213,90.52974734,9.470252661,la_county_urban_2010_blockgroups
"1,963",60379800201,9800201,980020,3.2944,Los Angeles,Los Angeles,LA City - Shadow Hills,"61,351,045.31","97,818.75","14,404,837.50",0,"3,698.44","1,076,414.06","61,101.56","14,842,968.75","90,696,670.31","1,141,214.06","91,837,884.38",66.80363526,0.106512417,15.68507114,0,0.004027137,1.17208064,0.06653198,16.16214142,98.75736024,1.242639756,la_county_urban_2010_blockgroups
"1,964",60379800211,9800211,980021,2.6801,Los Angeles,Los Angeles,LA City - Hansen Dam,"20,928,093.75","7,677,042.19","31,965,525","1,797,342.19","235,223.44","2,045,756.25","5,224,753.13","4,843,800","67,211,803.13","7,505,732.81","74,717,535.94",28.00961446,10.2747529,42.78182437,2.405515874,0.31481691,2.737986772,6.992673218,6.482815499,89.9545231,10.0454769,la_county_urban_2010_blockgroups
"1,965",60379800221,9800221,980022,2.4265,Los Angeles,Los Angeles,LA City - Granada Hills,"3,285,998.44","4,437,407.81","28,085,090.63","7,527,065.63","749,292.19","3,947,048.44","17,756,437.50","1,858,640.63","45,194,203.13","22,452,778.13","67,646,981.25",4.857568478,6.559653854,41.5171381,11.12697934,1.107650591,5.834773946,26.24867684,2.747558857,66.80889862,33.19110138,la_county_urban_2010_blockgroups
"1,966",60379800231,9800231,980023,2.0148,Los Angeles,Los Angeles,LA City - Chatsworth Village,"3,837,979.69","263,489.06","45,295,804.69","120,825","11,531.25","815,948.44","1,769,582.81","4,057,945.31","53,576,043.75","2,597,062.50","56,173,106.25",6.832414911,0.469066214,80.63610455,0.215094034,0.020528062,1.45256065,3.150231366,7.224000208,95.37667992,4.623320079,la_county_urban_2010_blockgroups
"1,967",60374803031,4803031,480303,0.0707,Alhambra,Alhambra,City of Alhambra,"312,679.69","229,795.31","33,609.38",0,"607,682.81","214,425","572,962.50",0,"576,084.38","1,395,070.31","1,971,154.69",15.86276762,11.65790356,1.705060248,0,30.82877343,10.8781417,29.06735345,0,29.22573143,70.77426857,la_county_urban_2010_blockgroups
"1,968",60374803041,4803041,480304,0.0658,Alhambra,Alhambra,City of Alhambra,"152,043.75","167,765.63","29,700",0,"679,584.38","322,270.31","483,454.69",0,"349,509.38","1,485,309.38","1,834,818.75",8.28658144,9.143444005,1.618688494,0,37.03822925,17.56414973,26.34890708,0,19.04871394,80.95128606,la_county_urban_2010_blockgroups
"1,969",60374803042,4803042,480304,0.037,Alhambra,Alhambra,City of Alhambra,"110,250","135,028.13","15,173.44",0,"355,415.63","155,784.38","259,832.81",0,"260,451.56","771,032.81","1,031,484.38",10.68847989,13.09066121,1.471029312,0,34.45671438,15.10293115,25.19018405,0,25.25017042,74.74982958,la_county_urban_2010_blockgroups
"1,970",60374803043,4803043,480304,0.0658,Alhambra,Alhambra,City of Alhambra,"126,196.88","143,437.50","15,932.81",0,"704,517.19","283,837.50","559,659.38",0,"285,567.19","1,548,014.06","1,833,581.25",6.882535203,7.82280578,0.868944995,0,38.42301439,15.47995214,30.52274749,0,15.57428598,84.42571402,la_county_urban_2010_blockgroups
"1,971",60374810023,4810023,481002,0.0644,Alhambra,Alhambra,City of Alhambra,"167,625","102,853.13","12,951.56","6,932.81","601,481.25","201,262.50","703,096.88",0,"290,362.50","1,505,840.63","1,796,203.13",9.332185078,5.726141079,0.72105222,0.385970406,33.48626008,11.2048853,39.14350583,0,16.16534878,83.83465122,la_county_urban_2010_blockgroups
"1,972",60374811023,4811023,481102,0.0613,San Gabriel,San Gabriel,City of San Gabriel,"238,654.69","251,043.75","5,512.50",0,"651,979.69","147,220.31","415,757.81",0,"495,210.94","1,214,957.81","1,710,168.75",13.95503733,14.67947242,0.322336612,0,38.1237049,8.608525474,24.31092326,0,28.95684636,71.04315364,la_county_urban_2010_blockgroups
"1,973",60374816052,4816052,481605,0.1385,Alhambra,Alhambra,City of Alhambra,"441,815.63","556,790.63","103,457.81",0,"677,601.56","1,572,145.31","510,595.31",0,"1,102,064.06","2,760,342.19","3,862,406.25",11.43886988,14.41564116,2.678584432,0,17.54350834,40.70377922,13.21961698,0,28.53309546,71.46690454,la_county_urban_2010_blockgroups
"1,974",60374816053,4816053,481605,0.0771,Alhambra,Alhambra,City of Alhambra,"358,214.06","444,965.63","62,465.63",0,"466,917.19","512,971.88","303,764.06",0,"865,645.31","1,283,653.13","2,149,298.44",16.66655762,20.70283108,2.906326265,0,21.72416726,23.86694496,14.13317282,0,40.27571497,59.72428503,la_county_urban_2010_blockgroups
"1,975",60374816063,4816063,481606,0.0675,Alhambra,Alhambra,City of Alhambra,"274,767.19","371,981.25","56,278.13",0,"562,682.81","229,246.88","386,184.38",0,"703,026.56","1,178,114.06","1,881,140.63",14.60641399,19.77423937,2.991702175,0,29.91178889,12.18658892,20.52926665,0,37.37235554,62.62764446,la_county_urban_2010_blockgroups
"1,976",60374817111,4817111,481711,0.0863,Monterey Park,Monterey Park,City of Monterey Park,"192,881.25","214,031.25","49,317.19",0,"874,715.63","293,118.75","782,606.25",0,"456,229.69","1,950,440.63","2,406,670.31",8.01444423,8.893251763,2.049187512,0,36.34546953,12.179431,32.51821597,0,18.95688351,81.04311649,la_county_urban_2010_blockgroups
"1,977",60375730044,5730044,573004,0.0398,Long Beach,Long Beach,City of Long Beach,"256,485.94","89,085.94",84.375,0,"362,854.69","119,193.75","281,123.44",0,"345,656.25","763,171.88","1,108,828.13",23.13126189,8.034242232,0.007609385,0,32.7241598,10.74952441,25.35320228,0,31.17311351,68.82688649,la_county_urban_2010_blockgroups
"1,978",60375734025,5734025,573402,0.1088,Signal Hill,Signal Hill,City of Signal Hill,"468,675","179,071.88","239,203.13",0,"937,518.75","445,865.63","764,648.44",0,"886,950","2,148,032.81","3,034,982.81",15.44242683,5.900259938,7.881531454,0,30.89041382,14.69087809,25.19448988,0,29.22421822,70.77578178,la_county_urban_2010_blockgroups
"1,979",60375749023,5749023,574902,0.0949,Long Beach,Long Beach,City of Long Beach,"376,635.94","146,685.94",239.0625,0,"882,393.75","329,596.88","910,153.13",0,"523,560.94","2,122,143.75","2,645,704.69",14.23575123,5.544305009,0.009035872,0,33.3519366,12.45781045,34.40116084,0,19.78909211,80.21090789,la_county_urban_2010_blockgroups
"1,980",60375751033,5751033,575103,0.0343,Long Beach,Long Beach,City of Long Beach,"126,885.94","59,540.63",0,0,"363,234.38","151,959.38","256,204.69",0,"186,426.56","771,398.44","957,825",13.24729857,6.216232088,0,0,37.92283298,15.86504581,26.74859056,0,19.46353066,80.53646934,la_county_urban_2010_blockgroups
"1,981",60375763014,5763014,576301,0.0627,Long Beach,Long Beach,City of Long Beach,"245,700","88,171.88","2,151.56",0,"609,342.19","358,973.44","443,109.38",0,"336,023.44","1,411,425","1,747,448.44",14.06050071,5.04574974,0.123125951,0,34.87039585,20.54271988,25.35750787,0,19.2293764,80.7706236,la_county_urban_2010_blockgroups
"1,982",60375763022,5763022,576302,0.0285,Long Beach,Long Beach,City of Long Beach,"88,340.63","28,617.19",0,0,"243,914.06","214,270.31","219,079.69",0,"116,957.81","677,264.06","794,221.88",11.12291512,3.603172917,0,0,30.71107334,26.97864655,27.58419207,0,14.72608803,85.27391197,la_county_urban_2010_blockgroups
"1,983",60375769041,5769041,576904,0.078,Long Beach,Long Beach,City of Long Beach,"439,495.31","202,246.88",506.25,0,"719,564.06","313,720.31","501,609.38",0,"642,248.44","1,534,893.75","2,177,142.19",20.18679878,9.289557483,0.02325296,0,33.05085293,14.40973007,23.03980778,0,29.49960922,70.50039078,la_county_urban_2010_blockgroups
"1,984",60375769042,5769042,576904,0.0633,Long Beach,Long Beach,City of Long Beach,"328,851.56","155,826.56",56.25,0,"598,148.44","258,581.25","423,450",0,"484,734.38","1,280,179.69","1,764,914.06",18.6327238,8.829130314,0.003187124,0,33.89108004,14.65120912,23.99266961,0,27.46504123,72.53495877,la_county_urban_2010_blockgroups
"1,985",60375776022,5776022,577602,0.3117,Long Beach,Long Beach,City of Long Beach,"1,145,404.69","1,029,459.38","224,339.06","793,110.94","2,015,943.75","1,110,093.75","2,340,140.63",0,"3,192,314.06","5,466,178.13","8,658,492.19",13.22868535,11.88959178,2.590971472,9.159919768,23.28285002,12.8208668,27.02711482,0,36.86916837,63.13083163,la_county_urban_2010_blockgroups
"1,986",60375776035,5776035,577603,0.1785,Long Beach,Long Beach,City of Long Beach,"792,548.44","890,100","96,089.06","36,337.50","997,115.63","744,581.25","1,418,118.75",0,"1,815,075","3,159,815.63","4,974,890.63",15.9309721,17.89185064,1.931480906,0.730418068,20.04296577,14.96678633,28.50552619,0,36.48472171,63.51527829,la_county_urban_2010_blockgroups
"1,987",60375776041,5776041,577604,0.4209,Long Beach,Long Beach,City of Long Beach,"920,475","798,384.38","1,183,907.81","2,442,642.19","1,372,528.13","1,191,079.69","3,595,584.38",0,"5,345,409.38","6,159,192.19","11,504,601.56",8.000928976,6.939696005,10.29073285,21.23187121,11.93025345,10.35307204,31.25344546,0,46.46322905,53.53677095,la_county_urban_2010_blockgroups
"1,988",60374048031,4048031,404803,0.1888,Baldwin Park,Baldwin Park,City of Baldwin Park,"465,876.56","433,828.13","288,253.13","76,021.88","1,149,215.63","1,089,618.75","1,759,500",0,"1,263,979.69","3,998,334.38","5,262,314.06",8.853074084,8.244056129,5.477687602,1.444647243,21.83859822,20.70607602,33.43586071,0,24.01946506,75.98053494,la_county_urban_2010_blockgroups
"1,989",60374052013,4052013,405201,0.1522,Baldwin Park,Baldwin Park,City of Baldwin Park,"568,476.56","455,582.81","86,132.81","97,720.31","979,945.31","779,104.69","1,276,228.13",0,"1,207,912.50","3,035,278.13","4,243,190.63",13.39738449,10.73679815,2.02990674,2.302991337,23.09453897,18.36129357,30.07708674,0,28.46708071,71.53291929,la_county_urban_2010_blockgroups
"1,990",60374048021,4048021,404802,0.2306,Baldwin Park,Baldwin Park,City of Baldwin Park,"730,195.31","1,063,996.88","368,901.56","146,573.44","1,268,156.25","1,217,854.69","1,633,218.75",0,"2,309,667.19","4,119,229.69","6,428,896.88",11.35801875,16.55022464,5.738178255,2.279915829,19.72587638,18.94344724,25.40433891,0,35.92633748,64.07366252,la_county_urban_2010_blockgroups
"1,991",60374052022,4052022,405202,0.2597,Baldwin Park,Baldwin Park,City of Baldwin Park,"1,250,732.81","1,249,059.38","274,021.88","93,234.38","1,786,795.31","1,053,196.88","1,531,701.56",0,"2,867,048.44","4,371,693.75","7,238,742.19",17.27831687,17.25519908,3.785490185,1.287991375,24.6837816,14.54944585,21.15977504,0,39.6069975,60.3930025,la_county_urban_2010_blockgroups
"1,992",60374048014,4048014,404801,0.1337,Baldwin Park,Baldwin Park,City of Baldwin Park,"565,748.44","590,231.25","176,231.25",0,"937,954.69","662,681.25","794,587.50",0,"1,332,210.94","2,395,223.44","3,727,434.38",15.17795836,15.83478582,4.727950442,0,25.16354664,17.77848202,21.31727671,0,35.74069463,64.25930537,la_county_urban_2010_blockgroups
"1,993",60374052012,4052012,405201,0.162,Baldwin Park,Baldwin Park,City of Baldwin Park,"686,517.19","858,881.25","297,239.06","32,301.56","1,021,457.81","658,504.69","960,159.38",0,"1,874,939.06","2,640,121.88","4,515,060.94",15.2050481,19.02258379,6.583279088,0.715418085,22.62334499,14.58462458,21.26570136,0,41.52632907,58.47367093,la_county_urban_2010_blockgroups
"1,994",60374038013,4038013,403801,0.126,Charter Oak,Unincorporated,LA County - Covina,"530,521.88","834,567.19","198,365.63",0,"612,885.94","473,484.38","862,242.19",0,"1,563,454.69","1,948,612.50","3,512,067.19",15.10568696,23.762848,5.648115893,0,17.45086027,13.48164342,24.55084546,0,44.51665085,55.48334915,la_county_urban_2010_blockgroups
"1,995",60374047013,4047013,404701,0.082,Baldwin Park,Baldwin Park,City of Baldwin Park,"338,428.13","360,140.63","299,615.63",0,"501,679.69","355,781.25","430,635.94",0,"998,184.38","1,288,096.88","2,286,281.25",14.80255874,15.75224505,13.10493296,0,21.94304342,15.56156969,18.83565014,0,43.65973675,56.34026326,la_county_urban_2010_blockgroups
"1,996",60374047021,4047021,404702,0.1725,Baldwin Park,Baldwin Park,City of Baldwin Park,"743,371.88","699,918.75","592,171.88",0,"1,056,585.94","635,343.75","1,082,250",0,"2,035,462.50","2,774,179.69","4,809,642.19",15.45586649,14.55240791,12.31218149,0,21.9680778,13.20979244,22.50167388,0,42.32045588,57.67954412,la_county_urban_2010_blockgroups
"1,997",60374047023,4047023,404702,0.1138,Baldwin Park,Baldwin Park,City of Baldwin Park,"217,350","312,834.38","105,876.56",0,"779,498.44","811,265.63","945,140.63",0,"636,060.94","2,535,904.69","3,171,965.63",6.852218015,9.862476836,3.337884927,0,24.57461807,25.57611654,29.79668561,0,20.05257978,79.94742022,la_county_urban_2010_blockgroups
"1,998",60374047011,4047011,404701,0.1662,Baldwin Park,Baldwin Park,City of Baldwin Park,"589,809.38","1,063,603.13","300,403.13",0,"1,055,967.19","627,159.38","995,160.94",0,"1,953,815.63","2,678,287.50","4,632,103.13",12.73307953,22.96155971,6.485242597,0,22.79671154,13.53940873,21.48399789,0,42.17988184,57.82011816,la_county_urban_2010_blockgroups
"1,999",60371134222,1134222,113422,0.0443,Los Angeles,Los Angeles,LA City - Winnetka,"150,989.06","44,282.81","2,475",0,"484,607.81","156,909.38","395,592.19",0,"197,746.88","1,037,109.38","1,234,856.25",12.22725823,3.586070241,0.200428187,0,39.24406687,12.70669157,32.0354849,0,16.01375666,83.98624334,la_county_urban_2010_blockgroups
"2,000",60371151042,1151042,115104,0.0967,Los Angeles,Los Angeles,LA City - Northridge,"473,048.44","208,406.25","63,520.31",0,"902,910.94","291,628.13","755,395.31",0,"744,975","1,949,934.38","2,694,909.38",17.55340799,7.73333055,2.357048185,0,33.50431543,10.8214446,28.03045325,0,27.64378672,72.35621328,la_county_urban_2010_blockgroups
