STATEFP,COUNTYFP,TRACTCE,GEOID,CENSUS_TRACT,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEOID2,GEOid2_1,PovRate,Id2,MedIncome,FID_1,STATEFP_1,COUNTYFP_1,TRACTCE_1,GEOID_1,NAME_1,NAMELSAD_1,MTFCC_1,FUNCSTAT_1,ALAND_1,AWATER_1,INTPTLAT_1,INTPTLON_1,GEOID2_12,GEOid2__13,PovRate_1,Id2_1,MedIncom_1
6,37,602505,6037602505,602505,Census Tract 6025.05,G5020,S,"323,592",0,33.9055546,-118.341667,"6,037,602,505","6,037,602,505",30.8,"6,037,602,505",35337,710,6,37,602505,6037602505,6025.05,Census Tract 6025.05,G5020,S,"323,592",0,33.9055546,-118.341667,"6,037,602,510","6,037,602,510",30.8,"6,037,602,510","35,337"
6,37,602506,6037602506,602506,Census Tract 6025.06,G5020,S,"324,667",0,33.9073761,-118.3308401,"6,037,602,506","6,037,602,506",22.8,"6,037,602,506",37017,711,6,37,602506,6037602506,6025.06,Census Tract 6025.06,G5020,S,"324,667",0,33.9073761,-118.3308401,"6,037,602,510","6,037,602,510",22.8,"6,037,602,510","37,017"
6,37,106010,6037106010,106010,Census Tract 1060.10,G5020,S,"2,517,816",0,34.3253415,-118.4434033,"6,037,106,010","6,037,106,010",21.3,"6,037,106,010",73650,712,6,37,106010,6037106010,1060.1,Census Tract 1060.10,G5020,S,"2,517,816",0,34.3253415,-118.4434033,"6,037,106,010","6,037,106,010",21.3,"6,037,106,010","73,650"
6,37,123104,6037123104,123104,Census Tract 1231.04,G5020,S,"781,693",0,34.1828906,-118.3650028,"6,037,123,104","6,037,123,104",19.3,"6,037,123,104",41250,713,6,37,123104,6037123104,1231.04,Census Tract 1231.04,G5020,S,"781,693",0,34.1828906,-118.3650028,"6,037,123,100","6,037,123,100",19.3,"6,037,123,100","41,250"
6,37,123204,6037123204,123204,Census Tract 1232.04,G5020,S,"324,206",0,34.193936,-118.3943295,"6,037,123,204","6,037,123,204",35.8,"6,037,123,204",35526,714,6,37,123204,6037123204,1232.04,Census Tract 1232.04,G5020,S,"324,206",0,34.193936,-118.3943295,"6,037,123,200","6,037,123,200",35.8,"6,037,123,200","35,526"
6,37,123206,6037123206,123206,Census Tract 1232.06,G5020,S,"602,849",0,34.1937075,-118.3748665,"6,037,123,206","6,037,123,206",33,"6,037,123,206",32500,715,6,37,123206,6037123206,1232.06,Census Tract 1232.06,G5020,S,"602,849",0,34.1937075,-118.3748665,"6,037,123,210","6,037,123,210",33,"6,037,123,210","32,500"
6,37,123301,6037123301,123301,Census Tract 1233.01,G5020,S,"1,303,487",0,34.2003096,-118.4001219,"6,037,123,301","6,037,123,301",17.4,"6,037,123,301",53750,716,6,37,123301,6037123301,1233.01,Census Tract 1233.01,G5020,S,"1,303,487",0,34.2003096,-118.4001219,"6,037,123,300","6,037,123,300",17.4,"6,037,123,300","53,750"
6,37,123303,6037123303,123303,Census Tract 1233.03,G5020,S,"633,404",0,34.1972751,-118.4116037,"6,037,123,303","6,037,123,303",26.4,"6,037,123,303",33981,717,6,37,123303,6037123303,1233.03,Census Tract 1233.03,G5020,S,"633,404",0,34.1972751,-118.4116037,"6,037,123,300","6,037,123,300",26.4,"6,037,123,300","33,981"
6,37,125310,6037125310,125310,Census Tract 1253.10,G5020,S,"1,053,719",0,34.1695171,-118.3660317,"6,037,125,310","6,037,125,310",21.2,"6,037,125,310",46250,718,6,37,125310,6037125310,1253.1,Census Tract 1253.10,G5020,S,"1,053,719",0,34.1695171,-118.3660317,"6,037,125,310","6,037,125,310",21.2,"6,037,125,310","46,250"
6,37,125600,6037125600,125600,Census Tract 1256,G5020,S,"1,022,595",0,34.1578942,-118.3568615,"6,037,125,600","6,037,125,600",13,"6,037,125,600",78920,719,6,37,125600,6037125600,1256,Census Tract 1256,G5020,S,"1,022,595",0,34.1578942,-118.3568615,"6,037,125,600","6,037,125,600",13,"6,037,125,600","78,920"
6,37,127210,6037127210,127210,Census Tract 1272.10,G5020,S,"1,539,761","1,672",34.2066365,-118.4596472,"6,037,127,210","6,037,127,210",21.1,"6,037,127,210",46842,720,6,37,127210,6037127210,1272.1,Census Tract 1272.10,G5020,S,"1,539,761","1,672",34.2066365,-118.4596472,"6,037,127,210","6,037,127,210",21.1,"6,037,127,210","46,842"
6,37,127220,6037127220,127220,Census Tract 1272.20,G5020,S,"652,901",0,34.2047824,-118.4531264,"6,037,127,220","6,037,127,220",23.7,"6,037,127,220",37570,721,6,37,127220,6037127220,1272.2,Census Tract 1272.20,G5020,S,"652,901",0,34.2047824,-118.4531264,"6,037,127,220","6,037,127,220",23.7,"6,037,127,220","37,570"
6,37,127300,6037127300,127300,Census Tract 1273,G5020,S,"1,059,237",0,34.2083989,-118.4697657,"6,037,127,300","6,037,127,300",16.5,"6,037,127,300",54267,722,6,37,127300,6037127300,1273,Census Tract 1273,G5020,S,"1,059,237",0,34.2083989,-118.4697657,"6,037,127,300","6,037,127,300",16.5,"6,037,127,300","54,267"
6,37,127400,6037127400,127400,Census Tract 1274,G5020,S,"2,157,566","24,074",34.2102531,-118.4782103,"6,037,127,400","6,037,127,400",23.3,"6,037,127,400",40705,723,6,37,127400,6037127400,1274,Census Tract 1274,G5020,S,"2,157,566","24,074",34.2102531,-118.4782103,"6,037,127,400","6,037,127,400",23.3,"6,037,127,400","40,705"
6,37,602507,6037602507,602507,Census Tract 6025.07,G5020,S,"322,627",0,33.9037379,-118.3308405,"6,037,602,507","6,037,602,507",14.4,"6,037,602,507",48050,724,6,37,602507,6037602507,6025.07,Census Tract 6025.07,G5020,S,"322,627",0,33.9037379,-118.3308405,"6,037,602,510","6,037,602,510",14.4,"6,037,602,510","48,050"
6,37,240402,6037240402,240402,Census Tract 2404.02,G5020,S,"601,299",0,33.9446893,-118.2854788,"6,037,240,402","6,037,240,402",36.3,"6,037,240,402",33705,725,6,37,240402,6037240402,2404.02,Census Tract 2404.02,G5020,S,"601,299",0,33.9446893,-118.2854788,"6,037,240,400","6,037,240,400",36.3,"6,037,240,400","33,705"
6,37,241001,6037241001,241001,Census Tract 2410.01,G5020,S,"904,092","2,395",33.9296426,-118.2679732,"6,037,241,001","6,037,241,001",30.5,"6,037,241,001",37917,726,6,37,241001,6037241001,2410.01,Census Tract 2410.01,G5020,S,"904,092","2,395",33.9296426,-118.2679732,"6,037,241,000","6,037,241,000",30.5,"6,037,241,000","37,917"
6,37,533805,6037533805,533805,Census Tract 5338.05,G5020,S,"432,100",0,33.9744232,-118.1751358,"6,037,533,805","6,037,533,805",18,"6,037,533,805",45673,727,6,37,533805,6037533805,5338.05,Census Tract 5338.05,G5020,S,"432,100",0,33.9744232,-118.1751358,"6,037,533,810","6,037,533,810",18,"6,037,533,810","45,673"
6,37,402405,6037402405,402405,Census Tract 4024.05,G5020,S,"900,372",0,34.067155,-117.7929457,"6,037,402,405","6,037,402,405",25.3,"6,037,402,405",63810,728,6,37,402405,6037402405,4024.05,Census Tract 4024.05,G5020,S,"900,372",0,34.067155,-117.7929457,"6,037,402,410","6,037,402,410",25.3,"6,037,402,410","63,810"
6,37,402705,6037402705,402705,Census Tract 4027.05,G5020,S,"865,507",0,34.071705,-117.7311684,"6,037,402,705","6,037,402,705",12.4,"6,037,402,705",70975,729,6,37,402705,6037402705,4027.05,Census Tract 4027.05,G5020,S,"865,507",0,34.071705,-117.7311684,"6,037,402,710","6,037,402,710",12.4,"6,037,402,710","70,975"
6,37,402706,6037402706,402706,Census Tract 4027.06,G5020,S,"1,073,873",0,34.0716281,-117.7204487,"6,037,402,706","6,037,402,706",16.1,"6,037,402,706",66081,730,6,37,402706,6037402706,4027.06,Census Tract 4027.06,G5020,S,"1,073,873",0,34.0716281,-117.7204487,"6,037,402,710","6,037,402,710",16.1,"6,037,402,710","66,081"
6,37,402803,6037402803,402803,Census Tract 4028.03,G5020,S,"630,282",0,34.0478489,-117.7453051,"6,037,402,803","6,037,402,803",19.1,"6,037,402,803",44196,731,6,37,402803,6037402803,4028.03,Census Tract 4028.03,G5020,S,"630,282",0,34.0478489,-117.7453051,"6,037,402,800","6,037,402,800",19.1,"6,037,402,800","44,196"
6,37,402804,6037402804,402804,Census Tract 4028.04,G5020,S,"1,311,060",0,34.0483607,-117.7322415,"6,037,402,804","6,037,402,804",19.5,"6,037,402,804",45491,732,6,37,402804,6037402804,4028.04,Census Tract 4028.04,G5020,S,"1,311,060",0,34.0483607,-117.7322415,"6,037,402,800","6,037,402,800",19.5,"6,037,402,800","45,491"
6,37,402903,6037402903,402903,Census Tract 4029.03,G5020,S,"1,594,421",0,34.039394,-117.7335433,"6,037,402,903","6,037,402,903",19,"6,037,402,903",52232,733,6,37,402903,6037402903,4029.03,Census Tract 4029.03,G5020,S,"1,594,421",0,34.039394,-117.7335433,"6,037,402,900","6,037,402,900",19,"6,037,402,900","52,232"
6,37,104108,6037104108,104108,Census Tract 1041.08,G5020,S,"1,096,645",0,34.2731497,-118.39857,"6,037,104,108","6,037,104,108",19.1,"6,037,104,108",44672,734,6,37,104108,6037104108,1041.08,Census Tract 1041.08,G5020,S,"1,096,645",0,34.2731497,-118.39857,"6,037,104,110","6,037,104,110",19.1,"6,037,104,110","44,672"
6,37,106406,6037106406,106406,Census Tract 1064.06,G5020,S,"2,085,950",916,34.322861,-118.4589744,"6,037,106,406","6,037,106,406",5.4,"6,037,106,406",79537,735,6,37,106406,6037106406,1064.06,Census Tract 1064.06,G5020,S,"2,085,950",916,34.322861,-118.4589744,"6,037,106,410","6,037,106,410",5.4,"6,037,106,410","79,537"
6,37,109100,6037109100,109100,Census Tract 1091,G5020,S,"2,705,905",0,34.2771624,-118.46316,"6,037,109,100","6,037,109,100",4.5,"6,037,109,100",73839,736,6,37,109100,6037109100,1091,Census Tract 1091,G5020,S,"2,705,905",0,34.2771624,-118.46316,"6,037,109,100","6,037,109,100",4.5,"6,037,109,100","73,839"
6,37,109200,6037109200,109200,Census Tract 1092,G5020,S,"1,191,362",0,34.2779946,-118.4746349,"6,037,109,200","6,037,109,200",1.9,"6,037,109,200",100083,737,6,37,109200,6037109200,1092,Census Tract 1092,G5020,S,"1,191,362",0,34.2779946,-118.4746349,"6,037,109,200","6,037,109,200",1.9,"6,037,109,200","100,083"
6,37,109300,6037109300,109300,Census Tract 1093,G5020,S,"1,233,087",0,34.2711982,-118.4804333,"6,037,109,300","6,037,109,300",8,"6,037,109,300",82037,738,6,37,109300,6037109300,1093,Census Tract 1093,G5020,S,"1,233,087",0,34.2711982,-118.4804333,"6,037,109,300","6,037,109,300",8,"6,037,109,300","82,037"
6,37,109400,6037109400,109400,Census Tract 1094,G5020,S,"1,290,834",0,34.2687153,-118.4557009,"6,037,109,400","6,037,109,400",7.5,"6,037,109,400",71750,739,6,37,109400,6037109400,1094,Census Tract 1094,G5020,S,"1,290,834",0,34.2687153,-118.4557009,"6,037,109,400","6,037,109,400",7.5,"6,037,109,400","71,750"
6,37,109500,6037109500,109500,Census Tract 1095,G5020,S,"1,194,583",0,34.2703268,-118.4389358,"6,037,109,500","6,037,109,500",18.4,"6,037,109,500",51794,740,6,37,109500,6037109500,1095,Census Tract 1095,G5020,S,"1,194,583",0,34.2703268,-118.4389358,"6,037,109,500","6,037,109,500",18.4,"6,037,109,500","51,794"
6,37,109601,6037109601,109601,Census Tract 1096.01,G5020,S,"2,214,559","33,284",34.2593157,-118.4495333,"6,037,109,601","6,037,109,601",4.8,"6,037,109,601",88954,741,6,37,109601,6037109601,1096.01,Census Tract 1096.01,G5020,S,"2,214,559","33,284",34.2593157,-118.4495333,"6,037,109,600","6,037,109,600",4.8,"6,037,109,600","88,954"
6,37,127520,6037127520,127520,Census Tract 1275.20,G5020,S,"363,717",0,34.2184163,-118.4697511,"6,037,127,520","6,037,127,520",35.2,"6,037,127,520",29328,742,6,37,127520,6037127520,1275.2,Census Tract 1275.20,G5020,S,"363,717",0,34.2184163,-118.4697511,"6,037,127,520","6,037,127,520",35.2,"6,037,127,520","29,328"
6,37,106646,6037106646,106646,Census Tract 1066.46,G5020,S,"1,476,213",0,34.2797379,-118.4939447,"6,037,106,646","6,037,106,646",4,"6,037,106,646",96996,743,6,37,106646,6037106646,1066.46,Census Tract 1066.46,G5020,S,"1,476,213",0,34.2797379,-118.4939447,"6,037,106,650","6,037,106,650",4,"6,037,106,650","96,996"
6,37,407601,6037407601,407601,Census Tract 4076.01,G5020,S,"781,203",0,34.0384097,-117.9461731,"6,037,407,601","6,037,407,601",25.1,"6,037,407,601",45134,744,6,37,407601,6037407601,4076.01,Census Tract 4076.01,G5020,S,"781,203",0,34.0384097,-117.9461731,"6,037,407,600","6,037,407,600",25.1,"6,037,407,600","45,134"
6,37,407801,6037407801,407801,Census Tract 4078.01,G5020,S,"1,072,033",0,34.0302293,-117.9214946,"6,037,407,801","6,037,407,801",12.3,"6,037,407,801",72467,745,6,37,407801,6037407801,4078.01,Census Tract 4078.01,G5020,S,"1,072,033",0,34.0302293,-117.9214946,"6,037,407,800","6,037,407,800",12.3,"6,037,407,800","72,467"
6,37,407802,6037407802,407802,Census Tract 4078.02,G5020,S,"3,131,551","1,706",34.0229332,-117.9348628,"6,037,407,802","6,037,407,802",4,"6,037,407,802",73287,746,6,37,407802,6037407802,4078.02,Census Tract 4078.02,G5020,S,"3,131,551","1,706",34.0229332,-117.9348628,"6,037,407,800","6,037,407,800",4,"6,037,407,800","73,287"
6,37,408005,6037408005,408005,Census Tract 4080.05,G5020,S,"3,680,014","4,628",34.0490207,-117.8958117,"6,037,408,005","6,037,408,005",6.3,"6,037,408,005",96875,747,6,37,408005,6037408005,4080.05,Census Tract 4080.05,G5020,S,"3,680,014","4,628",34.0490207,-117.8958117,"6,037,408,010","6,037,408,010",6.3,"6,037,408,010","96,875"
6,37,408140,6037408140,408140,Census Tract 4081.40,G5020,S,"917,605",0,34.0095219,-117.9032402,"6,037,408,140","6,037,408,140",12.1,"6,037,408,140",61250,748,6,37,408140,6037408140,4081.4,Census Tract 4081.40,G5020,S,"917,605",0,34.0095219,-117.9032402,"6,037,408,140","6,037,408,140",12.1,"6,037,408,140","61,250"
6,37,408141,6037408141,408141,Census Tract 4081.41,G5020,S,"1,121,077",0,34.008773,-117.8924325,"6,037,408,141","6,037,408,141",8.5,"6,037,408,141",70486,749,6,37,408141,6037408141,4081.41,Census Tract 4081.41,G5020,S,"1,121,077",0,34.008773,-117.8924325,"6,037,408,140","6,037,408,140",8.5,"6,037,408,140","70,486"
6,37,406701,6037406701,406701,Census Tract 4067.01,G5020,S,"942,986",0,34.0552717,-117.9463753,"6,037,406,701","6,037,406,701",4.3,"6,037,406,701",70213,750,6,37,406701,6037406701,4067.01,Census Tract 4067.01,G5020,S,"942,986",0,34.0552717,-117.9463753,"6,037,406,700","6,037,406,700",4.3,"6,037,406,700","70,213"
6,37,108104,6037108104,108104,Census Tract 1081.04,G5020,S,"826,020",0,34.2943135,-118.5460083,"6,037,108,104","6,037,108,104",10.2,"6,037,108,104",122000,751,6,37,108104,6037108104,1081.04,Census Tract 1081.04,G5020,S,"826,020",0,34.2943135,-118.5460083,"6,037,108,100","6,037,108,100",10.2,"6,037,108,100","122,000"
6,37,111100,6037111100,111100,Census Tract 1111,G5020,S,"1,059,245",0,34.2683099,-118.4950694,"6,037,111,100","6,037,111,100",9.5,"6,037,111,100",82818,752,6,37,111100,6037111100,1111,Census Tract 1111,G5020,S,"1,059,245",0,34.2683099,-118.4950694,"6,037,111,100","6,037,111,100",9.5,"6,037,111,100","82,818"
6,37,111201,6037111201,111201,Census Tract 1112.01,G5020,S,"1,912,806",0,34.2748338,-118.5101489,"6,037,111,201","6,037,111,201",8.8,"6,037,111,201",86086,753,6,37,111201,6037111201,1112.01,Census Tract 1112.01,G5020,S,"1,912,806",0,34.2748338,-118.5101489,"6,037,111,200","6,037,111,200",8.8,"6,037,111,200","86,086"
6,37,111202,6037111202,111202,Census Tract 1112.02,G5020,S,"1,866,692",0,34.2684432,-118.5148271,"6,037,111,202","6,037,111,202",4.4,"6,037,111,202",65417,754,6,37,111202,6037111202,1112.02,Census Tract 1112.02,G5020,S,"1,866,692",0,34.2684432,-118.5148271,"6,037,111,200","6,037,111,200",4.4,"6,037,111,200","65,417"
6,37,111204,6037111204,111204,Census Tract 1112.04,G5020,S,"3,294,685","16,598",34.262647,-118.5471995,"6,037,111,204","6,037,111,204",2.2,"6,037,111,204",140417,755,6,37,111204,6037111204,1112.04,Census Tract 1112.04,G5020,S,"3,294,685","16,598",34.262647,-118.5471995,"6,037,111,200","6,037,111,200",2.2,"6,037,111,200","140,417"
6,37,111301,6037111301,111301,Census Tract 1113.01,G5020,S,"2,001,347",0,34.261129,-118.5157706,"6,037,111,301","6,037,111,301",12.7,"6,037,111,301",70879,756,6,37,111301,6037111301,1113.01,Census Tract 1113.01,G5020,S,"2,001,347",0,34.261129,-118.5157706,"6,037,111,300","6,037,111,300",12.7,"6,037,111,300","70,879"
6,37,111302,6037111302,111302,Census Tract 1113.02,G5020,S,"1,552,799",0,34.2539511,-118.5128425,"6,037,111,302","6,037,111,302",14.7,"6,037,111,302",65417,757,6,37,111302,6037111302,1113.02,Census Tract 1113.02,G5020,S,"1,552,799",0,34.2539511,-118.5128425,"6,037,111,300","6,037,111,300",14.7,"6,037,111,300","65,417"
6,37,127920,6037127920,127920,Census Tract 1279.20,G5020,S,"648,714",0,34.1975655,-118.4356225,"6,037,127,920","6,037,127,920",28,"6,037,127,920",50637,758,6,37,127920,6037127920,1279.2,Census Tract 1279.20,G5020,S,"648,714",0,34.1975655,-118.4356225,"6,037,127,920","6,037,127,920",28,"6,037,127,920","50,637"
6,37,128210,6037128210,128210,Census Tract 1282.10,G5020,S,"549,953",0,34.1835838,-118.4443453,"6,037,128,210","6,037,128,210",48.9,"6,037,128,210",26364,759,6,37,128210,6037128210,1282.1,Census Tract 1282.10,G5020,S,"549,953",0,34.1835838,-118.4443453,"6,037,128,210","6,037,128,210",48.9,"6,037,128,210","26,364"
6,37,128303,6037128303,128303,Census Tract 1283.03,G5020,S,"413,941",0,34.1830757,-118.4523813,"6,037,128,303","6,037,128,303",39.1,"6,037,128,303",29919,760,6,37,128303,6037128303,1283.03,Census Tract 1283.03,G5020,S,"413,941",0,34.1830757,-118.4523813,"6,037,128,300","6,037,128,300",39.1,"6,037,128,300","29,919"
6,37,128400,6037128400,128400,Census Tract 1284,G5020,S,"1,725,909",0,34.1765495,-118.4588522,"6,037,128,400","6,037,128,400",8.8,"6,037,128,400",65777,761,6,37,128400,6037128400,1284,Census Tract 1284,G5020,S,"1,725,909",0,34.1765495,-118.4588522,"6,037,128,400","6,037,128,400",8.8,"6,037,128,400","65,777"
6,37,128500,6037128500,128500,Census Tract 1285,G5020,S,"973,791",0,34.1703043,-118.4443439,"6,037,128,500","6,037,128,500",8.7,"6,037,128,500",62963,762,6,37,128500,6037128500,1285,Census Tract 1285,G5020,S,"973,791",0,34.1703043,-118.4443439,"6,037,128,500","6,037,128,500",8.7,"6,037,128,500","62,963"
6,37,128702,6037128702,128702,Census Tract 1287.02,G5020,S,"1,642,311","18,542",34.160869,-118.439318,"6,037,128,702","6,037,128,702",8,"6,037,128,702",67847,763,6,37,128702,6037128702,1287.02,Census Tract 1287.02,G5020,S,"1,642,311","18,542",34.160869,-118.439318,"6,037,128,700","6,037,128,700",8,"6,037,128,700","67,847"
6,37,123304,6037123304,123304,Census Tract 1233.04,G5020,S,"879,083",0,34.1965389,-118.4060882,"6,037,123,304","6,037,123,304",25.7,"6,037,123,304",36575,764,6,37,123304,6037123304,1233.04,Census Tract 1233.04,G5020,S,"879,083",0,34.1965389,-118.4060882,"6,037,123,300","6,037,123,300",25.7,"6,037,123,300","36,575"
6,37,400900,6037400900,400900,Census Tract 4009,G5020,S,"1,967,059",0,34.1360086,-117.8769191,"6,037,400,900","6,037,400,900",9.4,"6,037,400,900",84250,765,6,37,400900,6037400900,4009,Census Tract 4009,G5020,S,"1,967,059",0,34.1360086,-117.8769191,"6,037,400,900","6,037,400,900",9.4,"6,037,400,900","84,250"
6,37,408504,6037408504,408504,Census Tract 4085.04,G5020,S,"1,417,892",0,33.9987706,-117.9710616,"6,037,408,504","6,037,408,504",10,"6,037,408,504",80761,766,6,37,408504,6037408504,4085.04,Census Tract 4085.04,G5020,S,"1,417,892",0,33.9987706,-117.9710616,"6,037,408,500","6,037,408,500",10,"6,037,408,500","80,761"
6,37,111400,6037111400,111400,Census Tract 1114,G5020,S,"1,812,030",0,34.2578116,-118.496182,"6,037,111,400","6,037,111,400",15.5,"6,037,111,400",55227,767,6,37,111400,6037111400,1114,Census Tract 1114,G5020,S,"1,812,030",0,34.2578116,-118.496182,"6,037,111,400","6,037,111,400",15.5,"6,037,111,400","55,227"
6,37,109800,6037109800,109800,Census Tract 1098,G5020,S,"1,399,406",0,34.2537115,-118.4815974,"6,037,109,800","6,037,109,800",12.8,"6,037,109,800",92188,768,6,37,109800,6037109800,1098,Census Tract 1098,G5020,S,"1,399,406",0,34.2537115,-118.4815974,"6,037,109,800","6,037,109,800",12.8,"6,037,109,800","92,188"
6,37,123510,6037123510,123510,Census Tract 1235.10,G5020,S,"788,312","10,153",34.1953384,-118.4290714,"6,037,123,510","6,037,123,510",20.9,"6,037,123,510",45220,769,6,37,123510,6037123510,1235.1,Census Tract 1235.10,G5020,S,"788,312","10,153",34.1953384,-118.4290714,"6,037,123,510","6,037,123,510",20.9,"6,037,123,510","45,220"
6,37,123520,6037123520,123520,Census Tract 1235.20,G5020,S,"502,130","8,704",34.1884912,-118.423608,"6,037,123,520","6,037,123,520",12.4,"6,037,123,520",50452,770,6,37,123520,6037123520,1235.2,Census Tract 1235.20,G5020,S,"502,130","8,704",34.1884912,-118.423608,"6,037,123,520","6,037,123,520",12.4,"6,037,123,520","50,452"
6,37,123601,6037123601,123601,Census Tract 1236.01,G5020,S,"1,504,231","28,231",34.1774941,-118.4162038,"6,037,123,601","6,037,123,601",14.4,"6,037,123,601",60592,771,6,37,123601,6037123601,1236.01,Census Tract 1236.01,G5020,S,"1,504,231","28,231",34.1774941,-118.4162038,"6,037,123,600","6,037,123,600",14.4,"6,037,123,600","60,592"
6,37,123700,6037123700,123700,Census Tract 1237,G5020,S,"952,358",0,34.1848596,-118.4095169,"6,037,123,700","6,037,123,700",12.8,"6,037,123,700",61750,772,6,37,123700,6037123700,1237,Census Tract 1237,G5020,S,"952,358",0,34.1848596,-118.4095169,"6,037,123,700","6,037,123,700",12.8,"6,037,123,700","61,750"
6,37,123800,6037123800,123800,Census Tract 1238,G5020,S,"1,290,040",0,34.179739,-118.4014358,"6,037,123,800","6,037,123,800",21.2,"6,037,123,800",53707,773,6,37,123800,6037123800,1238,Census Tract 1238,G5020,S,"1,290,040",0,34.179739,-118.4014358,"6,037,123,800","6,037,123,800",21.2,"6,037,123,800","53,707"
6,37,401001,6037401001,401001,Census Tract 4010.01,G5020,S,"1,433,465","16,429",34.1408746,-117.8525,"6,037,401,001","6,037,401,001",3.9,"6,037,401,001",110594,774,6,37,401001,6037401001,4010.01,Census Tract 4010.01,G5020,S,"1,433,465","16,429",34.1408746,-117.8525,"6,037,401,000","6,037,401,000",3.9,"6,037,401,000","110,594"
6,37,401002,6037401002,401002,Census Tract 4010.02,G5020,S,"1,473,432",0,34.1415042,-117.8658886,"6,037,401,002","6,037,401,002",13.3,"6,037,401,002",73813,775,6,37,401002,6037401002,4010.02,Census Tract 4010.02,G5020,S,"1,473,432",0,34.1415042,-117.8658886,"6,037,401,000","6,037,401,000",13.3,"6,037,401,000","73,813"
6,37,401101,6037401101,401101,Census Tract 4011.01,G5020,S,"3,011,645","3,558",34.1234558,-117.8541745,"6,037,401,101","6,037,401,101",12.1,"6,037,401,101",61953,776,6,37,401101,6037401101,4011.01,Census Tract 4011.01,G5020,S,"3,011,645","3,558",34.1234558,-117.8541745,"6,037,401,100","6,037,401,100",12.1,"6,037,401,100","61,953"
6,37,401102,6037401102,401102,Census Tract 4011.02,G5020,S,"1,282,147",0,34.1310435,-117.866662,"6,037,401,102","6,037,401,102",9,"6,037,401,102",71681,777,6,37,401102,6037401102,4011.02,Census Tract 4011.02,G5020,S,"1,282,147",0,34.1310435,-117.866662,"6,037,401,100","6,037,401,100",9,"6,037,401,100","71,681"
6,37,402904,6037402904,402904,Census Tract 4029.04,G5020,S,"1,903,989",0,34.026072,-117.7362034,"6,037,402,904","6,037,402,904",9.8,"6,037,402,904",70313,778,6,37,402904,6037402904,4029.04,Census Tract 4029.04,G5020,S,"1,903,989",0,34.026072,-117.7362034,"6,037,402,900","6,037,402,900",9.8,"6,037,402,900","70,313"
6,37,403322,6037403322,403322,Census Tract 4033.22,G5020,S,"2,319,583",0,33.9909931,-117.8357133,"6,037,403,322","6,037,403,322",11.1,"6,037,403,322",99118,779,6,37,403322,6037403322,4033.22,Census Tract 4033.22,G5020,S,"2,319,583",0,33.9909931,-117.8357133,"6,037,403,320","6,037,403,320",11.1,"6,037,403,320","99,118"
6,37,113211,6037113211,113211,Census Tract 1132.11,G5020,S,"7,280,767","3,053",34.2675047,-118.6227776,"6,037,113,211","6,037,113,211",4.7,"6,037,113,211",88867,780,6,37,113211,6037113211,1132.11,Census Tract 1132.11,G5020,S,"7,280,767","3,053",34.2675047,-118.6227776,"6,037,113,210","6,037,113,210",4.7,"6,037,113,210","88,867"
6,37,113212,6037113212,113212,Census Tract 1132.12,G5020,S,"998,550",0,34.2606831,-118.6024264,"6,037,113,212","6,037,113,212",8.7,"6,037,113,212",77872,781,6,37,113212,6037113212,1132.12,Census Tract 1132.12,G5020,S,"998,550",0,34.2606831,-118.6024264,"6,037,113,210","6,037,113,210",8.7,"6,037,113,210","77,872"
6,37,128910,6037128910,128910,Census Tract 1289.10,G5020,S,"1,298,037","38,749",34.1616765,-118.4585185,"6,037,128,910","6,037,128,910",6.9,"6,037,128,910",84335,782,6,37,128910,6037128910,1289.1,Census Tract 1289.10,G5020,S,"1,298,037","38,749",34.1616765,-118.4585185,"6,037,128,910","6,037,128,910",6.9,"6,037,128,910","84,335"
6,37,131010,6037131010,131010,Census Tract 1310.10,G5020,S,"1,056,712","9,979",34.214735,-118.5382539,"6,037,131,010","6,037,131,010",17,"6,037,131,010",49313,783,6,37,131010,6037131010,1310.1,Census Tract 1310.10,G5020,S,"1,056,712","9,979",34.214735,-118.5382539,"6,037,131,010","6,037,131,010",17,"6,037,131,010","49,313"
6,37,131020,6037131020,131020,Census Tract 1310.20,G5020,S,"1,428,939","16,026",34.2001766,-118.5395023,"6,037,131,020","6,037,131,020",27.2,"6,037,131,020",55417,784,6,37,131020,6037131020,1310.2,Census Tract 1310.20,G5020,S,"1,428,939","16,026",34.2001766,-118.5395023,"6,037,131,020","6,037,131,020",27.2,"6,037,131,020","55,417"
6,37,131100,6037131100,131100,Census Tract 1311,G5020,S,"1,101,835",0,34.2146244,-118.5056231,"6,037,131,100","6,037,131,100",14.5,"6,037,131,100",64667,785,6,37,131100,6037131100,1311,Census Tract 1311,G5020,S,"1,101,835",0,34.2146244,-118.5056231,"6,037,131,100","6,037,131,100",14.5,"6,037,131,100","64,667"
6,37,131200,6037131200,131200,Census Tract 1312,G5020,S,"1,128,421",0,34.2147262,-118.514231,"6,037,131,200","6,037,131,200",8.5,"6,037,131,200",65854,786,6,37,131200,6037131200,1312,Census Tract 1312,G5020,S,"1,128,421",0,34.2147262,-118.514231,"6,037,131,200","6,037,131,200",8.5,"6,037,131,200","65,854"
