,Medium Income ($),Canopy Area (%),Income Bracket
584,23491.0,14.324866475,0 - 25K ($)
585,96591.0,26.586769856,75K - 100K ($)
586,30530.0,10.286640784400001,25K - 50K ($)
587,66481.0,20.6395639425,50K - 75K ($)
588,40511.0,10.29497334525,25K - 50K ($)
589,40777.0,22.49675241,25K - 50K ($)
590,28403.0,11.42077964,25K - 50K ($)
591,146250.0,36.75874411666667,125K to 150K ($)
592,61212.0,15.6668435,50K - 75K ($)
593,71149.0,14.215705019666665,50K - 75K ($)
594,39345.0,12.730594112,25K - 50K ($)
595,24875.0,8.6172055465,0 - 25K ($)
596,35278.0,8.792575391666666,25K - 50K ($)
597,64844.0,11.277587676333333,50K - 75K ($)
598,33661.0,13.26761894,25K - 50K ($)
599,34719.0,11.790510463333336,25K - 50K ($)
600,31716.0,8.572319691666666,25K - 50K ($)
601,37692.0,14.199694500000001,25K - 50K ($)
602,29708.0,13.522971533333333,25K - 50K ($)
603,33750.0,11.506204004428573,25K - 50K ($)
604,32938.0,12.2545019,25K - 50K ($)
605,64961.0,25.42047644666667,50K - 75K ($)
606,70795.0,11.372924959,50K - 75K ($)
607,37778.0,15.534842755,25K - 50K ($)
608,24387.0,13.990739283333335,0 - 25K ($)
609,66250.0,28.83400492833333,50K - 75K ($)
610,79514.0,15.92541277,75K - 100K ($)
611,121833.0,14.52701304,100K - 125K ($)
612,92788.0,21.72101692333333,75K - 100K ($)
613,73875.0,19.5255388,50K - 75K ($)
614,76157.0,22.2761518675,75K - 100K ($)
615,32052.0,12.832746475,25K - 50K ($)
616,26563.0,11.37709719,25K - 50K ($)
617,60592.0,20.522017836,50K - 75K ($)
618,54972.0,34.62804963,50K - 75K ($)
619,60625.0,18.549485259,50K - 75K ($)
620,82500.0,39.153298235,75K - 100K ($)
621,101652.0,17.179145705,100K - 125K ($)
622,81477.0,23.84207257,75K - 100K ($)
623,32650.0,14.923339493333335,25K - 50K ($)
624,41359.0,10.232475093,25K - 50K ($)
625,156042.0,47.31650762999999,150K + ($)
626,29458.0,11.307599266666665,25K - 50K ($)
627,71480.0,24.7889349525,50K - 75K ($)
628,126116.0,13.698585140000002,125K to 150K ($)
629,48226.0,7.142357171,25K - 50K ($)
630,57024.0,12.006812944166667,50K - 75K ($)
631,34452.0,8.769668825,25K - 50K ($)
632,116613.0,24.466188917000004,100K - 125K ($)
633,50755.0,10.545767358666668,50K - 75K ($)
634,63344.0,16.007996610000006,50K - 75K ($)
635,50968.0,16.98148669,50K - 75K ($)
636,109107.0,20.349382092,100K - 125K ($)
637,70396.0,8.8900317995,50K - 75K ($)
638,87422.0,20.895294985,75K - 100K ($)
639,68413.0,14.71361681,50K - 75K ($)
640,46972.0,17.3630383025,25K - 50K ($)
641,38014.0,18.67941169,25K - 50K ($)
642,70147.0,21.74953422,50K - 75K ($)
643,46250.0,16.2604510408,25K - 50K ($)
644,81129.0,26.0434447525,75K - 100K ($)
645,42438.0,25.829765388000002,25K - 50K ($)
646,58947.0,10.076119297833335,50K - 75K ($)
647,34734.0,12.9695422655,25K - 50K ($)
648,41719.0,9.407548242999999,25K - 50K ($)
649,52667.0,9.594698306,50K - 75K ($)
650,38981.0,14.404940900000001,25K - 50K ($)
651,53367.0,25.110576465999998,50K - 75K ($)
652,41161.0,14.853834806666667,25K - 50K ($)
653,85792.0,21.53807720333333,75K - 100K ($)
654,32868.0,10.77150025,25K - 50K ($)
655,64453.0,17.971821065,50K - 75K ($)
656,84081.0,21.11350411,75K - 100K ($)
657,77936.0,30.02265904,75K - 100K ($)
658,64577.0,22.04182923666666,50K - 75K ($)
659,108423.0,17.431106405,100K - 125K ($)
660,77677.0,17.868381460000005,75K - 100K ($)
661,81891.0,23.14418589333333,75K - 100K ($)
662,57570.0,13.397150336666668,50K - 75K ($)
663,64063.0,12.00626409475,50K - 75K ($)
664,40855.0,11.611801448,25K - 50K ($)
665,56574.0,15.173919283333333,50K - 75K ($)
666,56875.0,20.4651250425,50K - 75K ($)
667,58049.0,17.556075534999998,50K - 75K ($)
668,53173.0,22.837411515,50K - 75K ($)
669,27917.0,15.714657973333333,25K - 50K ($)
670,68250.0,17.690539986666664,50K - 75K ($)
671,63039.0,28.768962440000006,50K - 75K ($)
672,57833.0,28.16007738,50K - 75K ($)
673,62679.0,12.403032413333333,50K - 75K ($)
674,72593.0,19.971210183333334,50K - 75K ($)
675,102159.0,27.91181911,100K - 125K ($)
676,135099.0,25.571199336666666,125K to 150K ($)
677,56691.0,24.62606532,50K - 75K ($)
678,80000.0,24.923014895,75K - 100K ($)
679,94504.0,26.26112751,75K - 100K ($)
680,20464.0,10.296515248333334,0 - 25K ($)
681,35337.0,6.078814676,25K - 50K ($)
682,37017.0,5.250738332000001,25K - 50K ($)
683,73650.0,17.70000575,50K - 75K ($)
684,35526.0,19.021818865,25K - 50K ($)
685,32500.0,9.686757551666666,25K - 50K ($)
686,53750.0,18.844474973333334,50K - 75K ($)
687,33981.0,17.862996945,25K - 50K ($)
688,78920.0,30.39546473666667,75K - 100K ($)
689,46842.0,11.628038614000001,25K - 50K ($)
690,37570.0,19.319330655,25K - 50K ($)
691,54267.0,21.22224499,50K - 75K ($)
692,40705.0,13.7639604075,25K - 50K ($)
693,48050.0,6.170077767,25K - 50K ($)
694,33705.0,11.258454863333334,25K - 50K ($)
695,37917.0,10.678584444333334,25K - 50K ($)
696,45673.0,11.610100333333332,25K - 50K ($)
697,63810.0,14.497213684333332,50K - 75K ($)
698,70975.0,19.36624717,50K - 75K ($)
699,66081.0,17.997764559999997,50K - 75K ($)
700,44196.0,21.22223511,25K - 50K ($)
701,45491.0,16.96116568,25K - 50K ($)
702,52232.0,13.36357908,50K - 75K ($)
703,44672.0,19.70009634,25K - 50K ($)
704,79537.0,19.676517686666667,75K - 100K ($)
705,73839.0,16.466418175,50K - 75K ($)
706,100083.0,19.806656456666673,100K - 125K ($)
707,82037.0,17.03509193,75K - 100K ($)
708,71750.0,22.38992568,50K - 75K ($)
709,51794.0,17.467511396666666,50K - 75K ($)
710,88954.0,17.7465293825,75K - 100K ($)
711,29328.0,6.255836727,25K - 50K ($)
712,96996.0,21.61404853,75K - 100K ($)
713,45134.0,13.81372673,25K - 50K ($)
714,72467.0,18.178177346666665,50K - 75K ($)
715,73287.0,23.583101395,50K - 75K ($)
716,96875.0,30.97617879666667,75K - 100K ($)
717,70486.0,17.77539738,50K - 75K ($)
718,70213.0,19.38738292,50K - 75K ($)
719,122000.0,25.78049988,100K - 125K ($)
720,82818.0,19.410518295,75K - 100K ($)
721,86086.0,22.07171799,75K - 100K ($)
722,65417.0,24.046098224,50K - 75K ($)
723,140417.0,26.346607986666665,125K to 150K ($)
724,70879.0,15.354772355,50K - 75K ($)
725,50637.0,25.193395965,50K - 75K ($)
726,26364.0,17.225032105,25K - 50K ($)
727,29919.0,14.581556695,25K - 50K ($)
728,65777.0,16.9158938825,50K - 75K ($)
729,62963.0,24.855505375,50K - 75K ($)
730,67847.0,21.9968417225,50K - 75K ($)
731,36575.0,18.044074066666667,25K - 50K ($)
732,84250.0,21.567669269200007,75K - 100K ($)
733,80761.0,19.9151968,75K - 100K ($)
734,55227.0,16.408177836666667,50K - 75K ($)
735,92188.0,19.9336542375,75K - 100K ($)
736,45220.0,23.059027725,25K - 50K ($)
737,50452.0,24.07438192,50K - 75K ($)
738,61750.0,21.9461576925,50K - 75K ($)
739,53707.0,25.14186634,50K - 75K ($)
740,110594.0,24.25913681,100K - 125K ($)
741,73813.0,26.89925341,50K - 75K ($)
742,61953.0,21.0971789425,50K - 75K ($)
743,71681.0,16.067854906666668,50K - 75K ($)
744,70313.0,13.769736413333336,50K - 75K ($)
745,99118.0,25.980944345,75K - 100K ($)
746,88867.0,24.15748069,75K - 100K ($)
747,77872.0,21.299068895,75K - 100K ($)
748,84335.0,20.94979149,75K - 100K ($)
749,49313.0,20.627299015,25K - 50K ($)
750,55417.0,22.131152446666665,50K - 75K ($)
751,64667.0,23.278766650000005,50K - 75K ($)
752,65854.0,25.309380623333336,50K - 75K ($)
753,94821.0,28.627549676666664,75K - 100K ($)
754,102059.0,36.7623335625,100K - 125K ($)
755,93452.0,33.65087389,75K - 100K ($)
756,102292.0,20.063691256666672,100K - 125K ($)
757,56573.0,17.280948413333334,50K - 75K ($)
758,63965.0,17.236970823333333,50K - 75K ($)
759,29595.0,14.23916635,25K - 50K ($)
760,33625.0,10.142190146,25K - 50K ($)
761,54450.0,14.251774309999998,50K - 75K ($)
762,75156.0,16.308297946,75K - 100K ($)
763,60473.0,13.14491657,50K - 75K ($)
764,94082.0,19.97440777,75K - 100K ($)
765,28077.0,12.631769235,25K - 50K ($)
766,115469.0,10.26051381,100K - 125K ($)
767,27233.0,13.318867985,25K - 50K ($)
768,192917.0,28.31074338666667,150K + ($)
769,56745.0,13.87387387,50K - 75K ($)
770,88068.0,17.106180399999996,75K - 100K ($)
771,38281.0,11.377356716749999,25K - 50K ($)
772,44787.0,11.354495493333333,25K - 50K ($)
773,34762.0,12.12499703025,25K - 50K ($)
774,33211.0,12.106581941666667,25K - 50K ($)
775,104116.0,20.843487265,100K - 125K ($)
776,78750.0,20.178239905999998,75K - 100K ($)
777,73802.0,40.20960956666666,50K - 75K ($)
778,120278.0,47.205247985,100K - 125K ($)
779,65585.0,13.7459252,50K - 75K ($)
780,89623.0,26.93478404666667,75K - 100K ($)
781,55986.0,5.439180952999999,50K - 75K ($)
782,62750.0,7.8682612155,50K - 75K ($)
783,156000.0,46.81110665,150K + ($)
784,82564.0,21.15317396,75K - 100K ($)
785,102188.0,11.85718289,100K - 125K ($)
786,74138.0,27.62798612,50K - 75K ($)
787,129750.0,30.83380476,125K to 150K ($)
788,79615.0,18.908508645,75K - 100K ($)
789,77297.0,19.71127696,75K - 100K ($)
790,39000.0,18.10883048,25K - 50K ($)
791,45455.0,12.715529842,25K - 50K ($)
792,109688.0,27.505353675,100K - 125K ($)
793,74750.0,17.496980206666667,50K - 75K ($)
794,40774.0,13.001990645,25K - 50K ($)
795,29301.0,10.85077173,25K - 50K ($)
796,22793.0,18.353071585,0 - 25K ($)
797,40254.0,7.385259487000001,25K - 50K ($)
798,62813.0,16.306222583333334,50K - 75K ($)
799,50648.0,14.032949965,50K - 75K ($)
800,40208.0,19.684675653333333,25K - 50K ($)
801,41296.0,12.390771575,25K - 50K ($)
802,31563.0,7.196950791,25K - 50K ($)
803,46532.0,13.701048245,25K - 50K ($)
804,34342.0,10.707049196666668,25K - 50K ($)
805,103750.0,35.07324813666667,100K - 125K ($)
806,23533.0,5.850330261,0 - 25K ($)
807,77120.0,36.667192945,75K - 100K ($)
808,47269.0,16.314861915,25K - 50K ($)
809,34636.0,13.07672699,25K - 50K ($)
810,97604.0,8.000928976,75K - 100K ($)
811,90815.0,28.530821425,75K - 100K ($)
812,67027.0,25.605240406,50K - 75K ($)
813,66944.0,13.682134612111113,50K - 75K ($)
814,116250.0,23.59443388,100K - 125K ($)
815,111007.0,25.53346266,100K - 125K ($)
816,53575.0,9.492606367,50K - 75K ($)
817,42011.0,7.58385048,25K - 50K ($)
818,74779.0,35.66281512333333,50K - 75K ($)
819,120365.0,42.35030276000001,100K - 125K ($)
820,101156.0,33.47808679333334,100K - 125K ($)
821,84231.0,6.9521952150000015,75K - 100K ($)
822,62276.0,10.6283860595,50K - 75K ($)
823,101719.0,8.020958016,100K - 125K ($)
824,107841.0,24.744084059999995,100K - 125K ($)
825,46474.0,11.119809106666667,25K - 50K ($)
826,62634.0,12.832239712666668,50K - 75K ($)
827,63603.0,8.002154268,50K - 75K ($)
828,155694.0,14.933131909333337,150K + ($)
829,70200.0,27.956489153333337,50K - 75K ($)
830,66510.0,13.17856815,50K - 75K ($)
831,58482.0,16.29201388,50K - 75K ($)
832,49882.0,11.662057475,25K - 50K ($)
833,58689.0,18.082675045,50K - 75K ($)
834,46406.0,11.264085071333337,25K - 50K ($)
835,62809.0,12.302253725249994,50K - 75K ($)
836,31786.0,6.063528828333332,25K - 50K ($)
837,64848.0,20.6350473825,50K - 75K ($)
838,79605.0,24.740975285,75K - 100K ($)
839,40590.0,9.676816578333332,25K - 50K ($)
840,68313.0,36.98257944666667,50K - 75K ($)
841,31528.0,12.769264186666668,25K - 50K ($)
842,35524.0,12.1625539925,25K - 50K ($)
843,54306.0,17.90773687,50K - 75K ($)
844,16389.0,15.45996014,0 - 25K ($)
845,45785.0,14.57073106,25K - 50K ($)
846,24813.0,4.704276127,0 - 25K ($)
847,37406.0,10.23599177,25K - 50K ($)
848,34900.0,11.41282639,25K - 50K ($)
849,76471.0,16.56951957,75K - 100K ($)
850,75869.0,26.31865561,75K - 100K ($)
851,60000.0,14.307677884375,50K - 75K ($)
852,105750.0,21.07186239433333,100K - 125K ($)
853,32804.0,3.881018652,25K - 50K ($)
854,45365.0,2.657717746333333,25K - 50K ($)
855,34011.0,20.234379785,25K - 50K ($)
856,41429.0,14.613319505,25K - 50K ($)
857,46592.0,10.194182557333333,25K - 50K ($)
858,48265.0,16.814843825,25K - 50K ($)
859,61161.0,17.0002798,50K - 75K ($)
860,47098.0,24.99902279333333,25K - 50K ($)
861,51531.0,31.937743205,50K - 75K ($)
862,59125.0,26.56060344,50K - 75K ($)
863,36452.0,9.681091985,25K - 50K ($)
864,97857.0,33.51167451,75K - 100K ($)
865,49258.0,11.060456871,25K - 50K ($)
866,63158.0,21.71997286142857,50K - 75K ($)
867,95789.0,22.83444189333333,75K - 100K ($)
868,44743.0,9.351791348999999,25K - 50K ($)
869,66813.0,13.515154943333336,50K - 75K ($)
870,51912.0,17.52685358333333,50K - 75K ($)
871,66063.0,16.894438953333335,50K - 75K ($)
872,47708.0,14.0356401695,25K - 50K ($)
873,114013.0,28.57874559,100K - 125K ($)
874,43375.0,9.092477672333333,25K - 50K ($)
875,37155.0,18.553407525,25K - 50K ($)
876,27781.0,11.60271274,25K - 50K ($)
877,72202.0,30.44647733,50K - 75K ($)
878,60525.0,20.90614364,50K - 75K ($)
879,16386.0,8.794409406,0 - 25K ($)
880,32368.0,12.082725986666668,25K - 50K ($)
881,72983.0,18.2106772625,50K - 75K ($)
882,45845.0,13.552835903333332,25K - 50K ($)
883,35243.0,14.135037006666666,25K - 50K ($)
884,61786.0,10.4018230315,50K - 75K ($)
885,59254.0,26.81596924,50K - 75K ($)
886,38106.0,8.3846497325,25K - 50K ($)
887,97174.0,28.938325365,75K - 100K ($)
888,48819.0,13.81750305,25K - 50K ($)
889,81579.0,23.536509925,75K - 100K ($)
890,35423.0,12.555739993333333,25K - 50K ($)
891,78006.0,8.686016704,75K - 100K ($)
892,59487.0,12.042582193,50K - 75K ($)
893,50583.0,9.6006660795,50K - 75K ($)
894,53958.0,14.30377123,50K - 75K ($)
895,63082.0,10.6410765725,50K - 75K ($)
896,56094.0,21.086333485,50K - 75K ($)
897,51406.0,18.47439139,50K - 75K ($)
898,78375.0,21.2875027,75K - 100K ($)
899,62951.0,26.05918685666667,50K - 75K ($)
900,69950.0,27.42804421333333,50K - 75K ($)
901,36429.0,14.80709952,25K - 50K ($)
902,60133.0,18.234491586666667,50K - 75K ($)
903,170441.0,30.71617526,150K + ($)
904,82107.0,28.202744256666666,75K - 100K ($)
905,144531.0,36.29897867,125K to 150K ($)
906,107688.0,35.55249622666667,100K - 125K ($)
907,33300.0,12.12149047,25K - 50K ($)
908,35556.0,11.524517605,25K - 50K ($)
909,179750.0,54.911480993999994,150K + ($)
910,47674.0,13.461065335,25K - 50K ($)
911,37454.0,11.7560392595,25K - 50K ($)
912,39375.0,11.7121492955,25K - 50K ($)
913,61372.0,20.08424399333333,50K - 75K ($)
914,54028.0,8.7192739555,50K - 75K ($)
915,63108.0,23.89560257,50K - 75K ($)
916,37949.0,17.26536549,25K - 50K ($)
917,76875.0,20.7113664075,75K - 100K ($)
918,51571.0,14.030226096666668,50K - 75K ($)
919,147321.0,6.535488646,125K to 150K ($)
920,51685.0,12.991244426666668,50K - 75K ($)
921,41019.0,9.9187557525,25K - 50K ($)
922,28710.0,14.889329725,25K - 50K ($)
923,96214.0,23.46483274,75K - 100K ($)
924,105179.0,27.16947052,100K - 125K ($)
925,91017.0,36.07778499,75K - 100K ($)
926,78601.0,18.0448456225,75K - 100K ($)
927,69632.0,16.730420456666668,50K - 75K ($)
928,86795.0,20.032593408,75K - 100K ($)
929,104679.0,25.55907686166667,100K - 125K ($)
930,106458.0,30.03650877,100K - 125K ($)
931,76906.0,13.20071118,75K - 100K ($)
932,72995.0,28.95660482333333,50K - 75K ($)
933,60052.0,18.080479890000003,50K - 75K ($)
934,85463.0,25.77041777,75K - 100K ($)
935,55699.0,21.2290839125,50K - 75K ($)
936,41823.0,14.660466193333335,25K - 50K ($)
937,93040.0,9.24749038625,75K - 100K ($)
938,32029.0,13.626879626666666,25K - 50K ($)
939,47337.0,10.826525973499999,25K - 50K ($)
940,40123.0,11.808733784000001,25K - 50K ($)
941,92171.0,3.284997358,75K - 100K ($)
942,43631.0,9.947278983,25K - 50K ($)
943,41089.0,15.48211886,25K - 50K ($)
944,55142.0,12.621229417750001,50K - 75K ($)
945,30027.0,13.96355766,25K - 50K ($)
946,62012.0,13.829773083,50K - 75K ($)
947,84554.0,21.083937473333336,75K - 100K ($)
948,52604.0,17.894122149999994,50K - 75K ($)
949,36526.0,13.363382597333331,25K - 50K ($)
950,60815.0,13.431919983,50K - 75K ($)
951,43125.0,11.332227587,25K - 50K ($)
952,37841.0,10.139930814500001,25K - 50K ($)
953,32419.0,11.33672535,25K - 50K ($)
954,99728.0,7.7454656965,75K - 100K ($)
955,26512.0,14.534050846666668,25K - 50K ($)
956,30908.0,12.803476536666668,25K - 50K ($)
957,37421.0,15.19072062,25K - 50K ($)
958,67500.0,17.01370283333333,50K - 75K ($)
959,184405.0,36.22114932333333,150K + ($)
960,105598.0,11.8954462605,100K - 125K ($)
961,23400.0,12.46670798,0 - 25K ($)
962,114183.0,16.52762425666667,100K - 125K ($)
963,104091.0,23.00112527333333,100K - 125K ($)
964,83191.0,22.89754283,75K - 100K ($)
965,61118.0,21.37377749,50K - 75K ($)
966,96552.0,20.98785639,75K - 100K ($)
967,68529.0,27.1764919425,50K - 75K ($)
968,75787.0,24.677156330000006,75K - 100K ($)
969,66477.0,21.7003348325,50K - 75K ($)
970,103050.0,33.214876010000005,100K - 125K ($)
971,55662.0,21.062301725,50K - 75K ($)
972,49641.0,11.3254549415,25K - 50K ($)
973,52341.0,30.97160719,50K - 75K ($)
974,60050.0,30.31814421,50K - 75K ($)
975,45708.0,20.374135505,25K - 50K ($)
976,59265.0,17.17702412,50K - 75K ($)
977,61458.0,15.03965962,50K - 75K ($)
978,84969.0,10.824043645,75K - 100K ($)
979,69317.0,22.792482575,50K - 75K ($)
980,62407.0,16.777450215000002,50K - 75K ($)
981,35422.0,15.488304635,25K - 50K ($)
982,23031.0,6.910062721999999,0 - 25K ($)
983,32455.0,9.3971433065,25K - 50K ($)
984,29810.0,10.228694015,25K - 50K ($)
985,111579.0,26.87688186,100K - 125K ($)
986,97500.0,34.59779357,75K - 100K ($)
987,221635.0,44.58176475,150K + ($)
988,76037.0,22.91516998,75K - 100K ($)
989,138147.0,7.790455204,125K to 150K ($)
990,32025.0,11.47849652475,25K - 50K ($)
991,133516.0,20.633872595,125K to 150K ($)
992,39258.0,14.99351899,25K - 50K ($)
993,108281.0,12.2286922904,100K - 125K ($)
994,52679.0,10.881340211,50K - 75K ($)
995,131500.0,8.190136498,125K to 150K ($)
996,65930.0,14.720501445999998,50K - 75K ($)
997,88639.0,11.277764098499999,75K - 100K ($)
998,102083.0,13.62561388,100K - 125K ($)
999,187470.0,39.80475221666666,150K + ($)
1000,95286.0,9.114536519,75K - 100K ($)
1001,39709.0,16.74106284,25K - 50K ($)
1002,69216.0,16.001201055,50K - 75K ($)
1003,45967.0,16.388580986666664,25K - 50K ($)
1004,125903.0,15.8500514136,125K to 150K ($)
1005,70931.0,16.852292985000002,50K - 75K ($)
1006,36795.0,7.5847481815,25K - 50K ($)
1007,64327.0,12.6432134,50K - 75K ($)
1008,65521.0,14.180759690333334,50K - 75K ($)
1009,31136.0,13.506671255,25K - 50K ($)
1010,185188.0,49.63659236000001,150K + ($)
1011,60768.0,17.068543469999998,50K - 75K ($)
1012,35878.0,14.453185,25K - 50K ($)
1013,39141.0,7.875682811333334,25K - 50K ($)
1014,39459.0,28.180251965,25K - 50K ($)
1015,70969.0,19.429404764000004,50K - 75K ($)
1016,50083.0,14.63862356,50K - 75K ($)
1017,81053.0,44.6315346,75K - 100K ($)
1018,57232.0,13.48879884,50K - 75K ($)
1019,71380.0,21.331365826666666,50K - 75K ($)
1020,59702.0,10.290212727333332,50K - 75K ($)
1021,111659.0,25.196650455,100K - 125K ($)
1022,50245.0,16.96317238,50K - 75K ($)
1023,48984.0,16.97359016,25K - 50K ($)
1024,43902.0,17.627595303333333,25K - 50K ($)
1025,56471.0,23.51075983,50K - 75K ($)
1026,56806.0,8.93623253,50K - 75K ($)
1027,107899.0,15.164576744999998,100K - 125K ($)
1028,66152.0,22.89497821,50K - 75K ($)
1029,48523.0,13.48613225,25K - 50K ($)
1030,41310.0,15.08819526,25K - 50K ($)
1031,41432.0,20.47764082,25K - 50K ($)
1032,83966.0,18.505118118,75K - 100K ($)
1033,55000.0,26.570878555,50K - 75K ($)
1034,97937.0,15.325688264000002,75K - 100K ($)
1035,40000.0,17.963450618000003,25K - 50K ($)
1036,87798.0,18.33636093333333,75K - 100K ($)
1037,35469.0,23.30463015333333,25K - 50K ($)
1038,95556.0,18.196148435,75K - 100K ($)
1039,45565.0,27.458841625,25K - 50K ($)
1040,108621.0,18.743994534000002,100K - 125K ($)
1041,43056.0,22.329633505,25K - 50K ($)
1042,112224.0,19.949581036666668,100K - 125K ($)
1043,88875.0,30.58627564,75K - 100K ($)
1044,121357.0,26.51643669,100K - 125K ($)
1045,79563.0,19.82823191,75K - 100K ($)
1046,61958.0,20.923151955,50K - 75K ($)
1047,96307.0,22.82253575666667,75K - 100K ($)
1048,69719.0,21.399878330000004,50K - 75K ($)
1049,69225.0,13.07561828175,50K - 75K ($)
1050,113125.0,18.139024158199998,100K - 125K ($)
1051,188646.0,23.438720856666666,150K + ($)
1052,53500.0,21.11230081,50K - 75K ($)
1053,70078.0,17.148153903333334,50K - 75K ($)
1054,57738.0,13.0031415665,50K - 75K ($)
1055,52165.0,37.62887816,50K - 75K ($)
1056,120427.0,29.9726984625,100K - 125K ($)
1057,50967.0,25.60527617333333,50K - 75K ($)
1058,85460.0,28.05954474,75K - 100K ($)
1059,54242.0,18.690010825,50K - 75K ($)
1060,34962.0,32.06740052,25K - 50K ($)
1061,40921.0,11.064089983499999,25K - 50K ($)
1062,31292.0,30.54367003,25K - 50K ($)
1063,53145.0,11.82939767,50K - 75K ($)
1064,63634.0,16.72875746,50K - 75K ($)
1065,54688.0,21.021409935999998,50K - 75K ($)
1066,53351.0,26.6447722075,50K - 75K ($)
1067,33681.0,15.011016165,25K - 50K ($)
1068,29920.0,9.974763083333334,25K - 50K ($)
1069,139618.0,21.632643995,125K to 150K ($)
1070,89279.0,26.69071288,75K - 100K ($)
1071,41906.0,12.931205255,25K - 50K ($)
1072,41484.0,15.211906775,25K - 50K ($)
1073,36250.0,14.782652980399996,25K - 50K ($)
1074,47181.0,9.92432496,25K - 50K ($)
1075,36761.0,13.06295295,25K - 50K ($)
1076,39302.0,11.76921234,25K - 50K ($)
1077,80789.0,20.586194653333333,75K - 100K ($)
1078,75395.0,20.04284902,75K - 100K ($)
1079,57743.0,18.275930975,50K - 75K ($)
1080,96250.0,28.61474585,75K - 100K ($)
1081,175491.0,44.683848185,150K + ($)
1082,76154.0,17.57861559666667,75K - 100K ($)
1083,34735.0,9.3803253275,25K - 50K ($)
1084,105259.0,25.028462672,100K - 125K ($)
1085,81544.0,19.419154820000006,75K - 100K ($)
1086,106923.0,22.073931345,100K - 125K ($)
1087,66235.0,25.92600234,50K - 75K ($)
1088,92900.0,13.501136035,75K - 100K ($)
1089,108529.0,26.36034637666667,100K - 125K ($)
1090,62478.0,14.41059896,50K - 75K ($)
1091,119907.0,19.91510263,100K - 125K ($)
1092,93462.0,20.996989475,75K - 100K ($)
1093,31929.0,17.06506015,25K - 50K ($)
1094,63601.0,13.61090143,50K - 75K ($)
1095,46065.0,22.470184295000006,25K - 50K ($)
1096,84920.0,15.35098537,75K - 100K ($)
1097,61875.0,20.232697065,50K - 75K ($)
1098,58833.0,14.90201113,50K - 75K ($)
1099,61029.0,14.38202139,50K - 75K ($)
1100,45025.0,16.357766559999998,25K - 50K ($)
1101,55769.0,18.00988471,50K - 75K ($)
1102,41827.0,15.778231625,25K - 50K ($)
1103,66146.0,12.566747475,50K - 75K ($)
1104,62500.0,17.743629396666666,50K - 75K ($)
1105,78988.0,12.633782852000001,75K - 100K ($)
1106,51277.0,11.356446563333336,50K - 75K ($)
1107,54590.0,15.21889492,50K - 75K ($)
1108,65919.0,12.715387205,50K - 75K ($)
1109,75694.0,19.674351565,75K - 100K ($)
1110,57866.0,21.127891415,50K - 75K ($)
1111,69333.0,12.305304366666665,50K - 75K ($)
1112,25208.0,8.460185617999999,25K - 50K ($)
1113,67308.0,11.028366351666667,50K - 75K ($)
1114,32065.0,13.60485209,25K - 50K ($)
1115,90333.0,23.613814437142853,75K - 100K ($)
1116,45257.0,16.94120734,25K - 50K ($)
1117,48884.0,14.126531925666669,25K - 50K ($)
1118,28173.0,9.740057555,25K - 50K ($)
1119,51930.0,18.931504755,50K - 75K ($)
1120,41755.0,11.6102255,25K - 50K ($)
1121,36356.0,18.61064001,25K - 50K ($)
1122,49280.0,13.54059533,25K - 50K ($)
1123,120318.0,13.71672491,100K - 125K ($)
1124,51979.0,11.490768904666664,50K - 75K ($)
1125,45885.0,17.55721587,25K - 50K ($)
1126,52885.0,9.6091404985,50K - 75K ($)
1127,56047.0,17.836366203333334,50K - 75K ($)
1128,55923.0,15.694669536666664,50K - 75K ($)
1129,64375.0,31.62098888,50K - 75K ($)
1130,60208.0,11.50502566,50K - 75K ($)
1131,108340.0,43.29211241500001,100K - 125K ($)
1132,122667.0,52.89820839500001,100K - 125K ($)
1133,123224.0,23.676621745,100K - 125K ($)
1134,94766.0,8.759223718000001,75K - 100K ($)
1135,42229.0,8.82922345,25K - 50K ($)
1136,63370.0,15.135389985,50K - 75K ($)
1137,36863.0,8.650950877,25K - 50K ($)
1138,87500.0,17.205532509,75K - 100K ($)
1139,44304.0,9.05678015725,25K - 50K ($)
1140,30611.0,15.00992403,25K - 50K ($)
1141,34865.0,9.6203167925,25K - 50K ($)
1142,50433.0,16.151634145,50K - 75K ($)
1143,141250.0,28.38226325,125K to 150K ($)
1144,64779.0,13.9753856525,50K - 75K ($)
1145,51500.0,18.82080086,50K - 75K ($)
1146,97847.0,19.90421911,75K - 100K ($)
1147,80313.0,17.8367154825,75K - 100K ($)
1148,77813.0,19.526863476666666,75K - 100K ($)
1149,96625.0,18.17997115,75K - 100K ($)
1150,74200.0,18.716508932,50K - 75K ($)
1151,42206.0,16.16860143,25K - 50K ($)
1152,62779.0,17.64818544,50K - 75K ($)
1153,62447.0,15.2229981075,50K - 75K ($)
1154,30776.0,17.31336169,25K - 50K ($)
1155,62768.0,13.2002617675,50K - 75K ($)
1156,61419.0,14.47989025,50K - 75K ($)
1157,52559.0,22.82876431333333,50K - 75K ($)
1158,63898.0,22.13575337666667,50K - 75K ($)
1159,33065.0,8.619198844333335,25K - 50K ($)
1160,33542.0,11.605166521500001,25K - 50K ($)
1161,62885.0,18.146316423666672,50K - 75K ($)
1162,81371.0,10.810451314200002,75K - 100K ($)
1163,79848.0,17.69063791,75K - 100K ($)
1164,93362.0,12.358534327000001,75K - 100K ($)
